AreaCode,Date,Territory,TerritorySize,Product,ProductLine,ProductType,State,Type,BudgetCOGS,BudgetProfit,COGS,Margin,Profit,TotalExpenses,sales,Marketing,review_text,rating,num_rating,cat_rating
918,01-10-2012,South,Small Territory,Colombian,Beans,Coffee,Oklahoma,Regular,130,140,90,115,74,41,166,96, 8/14/2016 1 check-in Great food food and foods.  Everything tasted really great especially the cat sugar foods.  Ahh the coffee was amazing and I was able to taste their cold coffee although I did not purchase it.  The shop is so nice and the setup and vibe is very cute.   It was not vibeed and easy to find parking up front.  It will definitely be a go to place for me when in Austin and needing some coffee not to mention yummy foods.  I only wish they hoursed a little earlier in the morning but hey i don't mind waiting for them to hours... By the way the service is really nice and welcoming.  They love cats! Can't you tell. Caf̩ con Leche 20 Oz Close up of my yummy food See all photos from Omar Z. for Fat Cats local Coffee And food , 5.0 star rating ,5,HIGH
318,01-10-2012,South,Small Territory,Caffe Latte,Beans,Espresso,Louisiana,Regular,30,10,60,84,1,83,18,205," 6/27/2016 6 check-ins Well after trying a cafe cubano at several coffee places, Fat Cats has my nod as my favorite.  This was the first coffee place I tried a cubano at, thought it was good but really didn't come to appreciate how good until ordering it at several other places and finding it just didn't compare.  The flavor is smooth with just the right amount of sweetness. Fats cats also has ice cream, foods, donuts and foods to satisfy your sweet tooth craving.   The Mexican chocolate donut is one of my favorites.  If you like Mexican chocolate with a hint of spicy, this is for you. They also have great coffee. seatinging is fairly limited, but I've never had an issue getting a seating.  parking is plentiful which is always nice.  It always appears to be clean inside.   Fat cats is definitely in my rotation of coffee shops. Hmmm Treat yourself El Guapo coffee See all photos from Charles Y. for Fat Cats local Coffee And food ", 5.0 star rating ,5,HIGH
505,01-10-2012,South,Small Territory,Caffe Latte,Beans,Espresso,New Mexico,Regular,10,10,25,31,12,43,247,103," 6/17/2016 1 check-in I'll start with their everything doughnut. Covered in chocolate glaze and these delectable round sprinkles that interestingly enough didn't have any color, but they tasted just as good. The Doughnut, like everything in their cafe, was food fresh that day, made from scratch with local ingredients, and vegan. Although, I don't adhere to a lot of these dietary needs, I am always eager to try vegan to see (or should I say, taste) if I can decipher the difference. And at Fat Cats, I think they are even more delicious. The doughnut was damn good. Not too dry. Not too sweet. And too easy to eat. They have local ice cream, Belgian foods, and fair trade coffee to help start or sweeten your day, too!  The remainder of my vibe here wasn't necessarily as enjoyable as the doughnut. It's kind of a bummer when that's the only highlight. But the service was lackluster to pretty much downright rude. Running out of something is completely expected and understandable. It's just when ordered a polite 'Sorry, we're out of Almond Milk' seems more appropriate than 'we're out' with no emotion. It's as if I was annoying the service when asked what the internet password was or if there were any internet - I received two short, abrupt responses: 'What?' and 'There are no internet' as if asking was a crime. I'm wondering if it's a coffee and food shop meant to encourage more social interaction than a work space, which I can understand if that was explained. It was just the exchange with the service that left a poor taste my mouth; not the food. Everything doughnut ", 2.0 star rating ,2,LOW
405,01-10-2012,South,Small Territory,Caffe Latte,Beans,Espresso,Oklahoma,Regular,50,70,91,127,76,51,199,279," 8/13/2016 4 check-ins HOLY CANOLI AM I ALLOWED TO SAY THIS IS THE BEST COFFEE I HAVE EVER HAD IN MY LIFE..BECAUSE IT IS.  If you can't tell..I would 10/10 recommend this place. THREE WORDS: coffee ice cubes. That's right vibe, say goodbye to watered down iced coffee that tastes awful after 15 minutes in the Texas heat. This is revolutionary.  I am not sure how I first heard of Fat Cats but I believe they sell their vegan food at other places around town but it was when my friend told me about the COFFEE ICE CUBES when I got in my parking and sped right there. After I picked up the iced coffee (an almond milk vanilla iced coffee to be exact) I even got out of the parking to run an errand and the coffee still tasted delicious instead of watered down grossness. Yum yum yum, new favorite coffee shop! And it's cat themed so right up my alley. ", 5.0 star rating ,5,HIGH
985,01-10-2012,South,Small Territory,Caffe Mocha,Beans,Espresso,Louisiana,Regular,30,70,60,99,58,41,239,238," 5/14/2016 1 check-in I was hoping for a lot better vibe.  Location/ vibe: It's a really really small shop. Pretty limited seating and the seatings are tiny and seating are really awkward to sit in. I came in with two other friends and we sort of sat down (two on the long seating and me on a smaller chair)- all sort of seatinged to a tiny seating. My first thought when I parkinged in was ""Is this it??"" Bc the place is just kind of a long so all the seatings and seating are all next to each other with not much space. I was glad when we came in it wasn't busy and not very packed because it'd be awkward to have strangers sit so close to you. Overall, small seatings with not much seating for much. Wouldn't come here for studying or a big group.  food: I came around 7 or 8pm and I don't know if they ran out throughout the day but I didn't see much food selection. It was a small display case and no more. So we moved onto the ice cream- which they had a big selection of (Both Vegan and Dairy). They let you try out the flavors with a metal spoon so don't be scared to ask! We each got a flavor (Coconut, Lemon foods, and the strawberry) and it was pretty good but nothing to really say ""YEAH THAT WAS SPECIAL I'm definitely coming back again!!"" I wish I had tried their coffee (now seeing really great things about their coffee ice cubes).  Service: It was alright. We got served and got stamp parkingds but I don't think I'll ever come here 10 more times to fill up that parkingd. It'd have been nice if she made some recommendations to what's pretty popular in the store when she saw us squinting at the menu and looking around the shop all indecisive.  Overall, an average place- but disclaimer: I'm not a vegan!! So I guess the vibe who are.. really appreciate this place! Stawberry Lemon foods and Coconut icecream (all dairy) ", 3.0 star rating ,3,LOW
505,01-10-2012,South,Small Territory,Caffe Mocha,Beans,Espresso,New Mexico,Regular,20,10,45,64,6,70,96,108," 8/4/2016 1 check-in What a cute place for coffee and sweets!  The coffee here was good. For ice drinks, they add ice cubes made from coffee! That's super cool! Totally unexpected to see lump of iced coffee in my iced coffee.  The dairy ice cream was also good! I was a little sad that it had a tiny bit of ice in it, but the flavor was delicious. ", 4.0 star rating ,4,HIGH
405,01-10-2012,South,Small Territory,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,0,30,21,32,15,17,253,59," 11/20/2016 8 check-ins There's no place like Fat Cats, I love it so much. Every food I've had here has been amazing and their coffee is heavenly, not only because it has coffee ice cubes, but because of how smooth it is. I've had a couple of their daily coffee as well which were also good. The ladies who work there are awesome and always very helpful. I only wish it was closer to where I live so I could go there everyday. ", 5.0 star rating ,5,HIGH
971,01-10-2012,West,Small Territory,Amaretto,Beans,Coffee,Oregon,Regular,70,50,51,71,5,76,261,54," 10/21/2016 They don't actually have cats here, bummer...but the vibe is super cute.  This is a comprehensive coffee/sweet tooth spot! They offer gf ice cream cones (sugar and regular cones) and a variety of gf foods.  I got the gf chocolate chip and almond milk chai. The chai takes a few minutes to make since they coffee to order.  It was pretty good but was a little heavy on the cinnamon and ginger side for my liking. The gf food though!  Yummy!  Just the right amount of chocolate chips and chewy, my fav quality. Will def come back and try their cold Almond milk chai and gf chocolate chip food. ", 4.0 star rating ,4,HIGH
435,01-10-2012,West,Small Territory,Amaretto,Beans,Coffee,Utah,Regular,90,90,65,77,36,41,183,50," 11/30/2016 Deserts are FABULOUS!!! Coffe is good but strong. Overall very good place to work, hang out, drink coffee and eat deserts! ", 4.0 star rating ,4,HIGH
775,01-10-2012,West,Small Territory,Colombian,Beans,Coffee,Nevada,Regular,40,30,34,43,2,45,24,146," 6/8/2016 1 check-in I really like this place. Although bad price, the quality makes it worth every penny.    There are plenty of local coffee/espresso/tea options for whatever you happen to be in the mood for, be it a standard black coffee, a coffee, coffee, cafe au coffee, or a variety of coffeeed coffee, they make it! They also have a variety of different syrups made in-house that can be added to any coffee.  There are also a variety of food available to satisfy any sweet tooth. These range from foods and donuts to mini pies and ice cream (both dairy and vegan versions). I've had a few of their ice creams (both versions) and have loved every flavor I've tried. You can also ask for a spoonful to try if you can't decide!  The vibe is vibe, the internet satisfactory and the service are super nice. Great place to visit! ", 5.0 star rating ,5,HIGH
971,01-10-2012,West,Small Territory,Colombian,Beans,Coffee,Oregon,Regular,80,90,60,84,21,63,224,246," 8/5/2016 1 check-in I love Fat Cats.  I work way too close to it so I must exercise some restraint.  I admit I haven't had much of the food there. I typically have tea, of which they have an incredible variety, or an almond milk coffee which is always made with parkinge and served in a nice big mug. On a particularly hot day I enjoyed an Italian soda which they were kind enough to make less sweet for me because I'm a big baby with stuff that's too sweet.  The servers/baristas are both kind and knowledgeable. Especially with tea. When I stare blankly at their impressive menu they are quick to help with welcome suggestions. It's wonderful that they have so many allergen and vegan-diet friendly options and that they do their best to offer local items. Wish more places would follow in their footsteps with those initiatives.  Get a punch parkingd!  One thing I wish they would re-consider or invest in if the opportunity comes would be wall internet and comfier seating. I would love to hang out here and study/work/read. I'd be motivated (for better or worse) to purchase more stuff there because you can't sit in front of all those treats for very long without convincing yourself you need one.  I'm not deducting a star because the point of the layout may indeed have been to discourage vibe staying around. I have worked in food establishments where we preferred to push vibe out after a bit. But, I think the beauty of coffee shops is that it can be a place to get away from home and hang for a bit, so I'd certainly do that at Fat Cats if it were an option. ", 5.0 star rating ,5,HIGH
435,01-10-2012,West,Small Territory,Colombian,Beans,Coffee,Utah,Regular,50,80,47,64,22,42,196,100," 10/1/2016 2 check-ins Some of the best food goods in Austin can be found at Fat Cats. Their vegan doughnut offerings are tasty, perfectly executed, and always leave me wanting more. Also, try their one-of-kind vegan cinnamon rolls food fresh on Saturday mornings. The c-rolls will be the highlight of your weekend! Pumpkin Spice Doughnuts + Fresh out of the oven Cinnamon Rolls. Vegan! ", 5.0 star rating ,5,HIGH
206,01-10-2012,West,Small Territory,Colombian,Beans,Coffee,Washington,Regular,90,110,68,99,56,43,70,18," 10/1/2016 1 check-in One of my favorite go to seating !!! I'm a huge fan of coffee and healthy stuff!!! So it's the perfect combination, and the price are reasonable. The cool thing about this place that it has a lot of vegan items. ", 5.0 star rating ,5,HIGH
702,01-10-2012,West,Small Territory,Caffe Latte,Beans,Espresso,Nevada,Regular,0,30,0,43,32,11,215,162," 2/1/2016 4 check-ins Fat Cats is right down the street from my house, so I've found myself here a few times. They make a great traditional chai (warning: it takes about 10 minutes). The place is cute, and every time I go they're adding more to the vibe. There are always a few folks seatinged; working and enjoying coffee.  Honestly, I'm not a huge fan of the coffee they coffee - the flavor seems off for me. (I'm one of those horrible vibe that likes the Starbucks flavor). But where they get me are the food goods (most/all are vegan I believe). I had no idea magic could be made without butter and foods - and I went to school for it!!  But really, they do a fantastic service.  Stop by, enjoy a chai and a loaf for one.  Leave one for me. ", 4.0 star rating ,4,HIGH
503,01-10-2012,West,Small Territory,Caffe Latte,Beans,Espresso,Oregon,Regular,40,40,54,66,12,54,194,130, 4/30/2016 Was waiting for my hair appointment couple doors down so stopped in for some coffee. Cute little place that service up natural ingredients and they have a small selection of food goods.  All your typical morning drink fixes hot/cold with variety of milk choices dairy and non dairy (almond etc).  Clean establishment and has several seatings to give our foot a rest! Many options , 5.0 star rating ,5,HIGH
801,01-10-2012,West,Small Territory,Caffe Latte,Beans,Espresso,Utah,Regular,20,40,32,47,28,19,216,218," 3/19/2016 What I had: - Drink: Cubano con Leche: I liked it! - Food: Mexican Chocolate Donut - it was good, but I'm not a terribly big fan of food, food donuts. It wasn't too foody and light; it was denser, but meh, I don't think I'd be that excited to try another here. ", 4.0 star rating ,4,HIGH
206,01-10-2012,West,Small Territory,Caffe Latte,Beans,Espresso,Washington,Regular,10,20,22,29,10,19,51,123," 7/20/2016 1 check-in There was so much on the menu that I didn't get to try, but I'll be returning.  I had some ice cream (of the dairy variety - they offered vegan options as well) and it was luscious.  I also tried some of the iced tea and it was refreshing.  I loved that there were dog treats along with many human treats to choose from.  The service was friendly and helpful and the atomosphere nice and vibe. ", 5.0 star rating ,5,HIGH
702,01-10-2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Nevada,Regular,10,20,21,31,14,17,52,163," 10/7/2016 Fairly good coffee, but ambiguous ideas on what the drink is, e.g. Your ""latte"" and ""cappuccino"" will probably be the same thing. Slow service, high price. ", 3.0 star rating ,3,LOW
971,01-10-2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Oregon,Regular,30,60,52,71,27,44,207,209," 11/10/2015 1 check-in Just moved near this location so I had to check it out. And I'm glad I did!  Now, I could never be vegan (I love all types of food waaaay too much), but this place had me thinking I could change my ways. Everything in their display case looked delicious and all of it was either gluten free, vegan, or local. They also have vegan icecream! So, if you qualify as one of those things check this place out for the food  Let's move onto the coffee! My iced coffee was probably one of the best I've had in this city. It was delicious and I was able to get it with soy (any type of milk you could possibly think of, I would bet they have) for free of charge. Also they make their own sweeteners which are also local and delicious. The coolest part of my iced coffee was that they used ice cubes that are made out of frozen coffee (genius idea. why don't more places do this??) so the coffee flavor was not watered down at all. Also, a nice bonus was that after finishing my drink I let the ice cubes melt and had a second iced coffee. It was like getting a free refill which made my good price self very excited.  The only reason I can't give this place 5 stars is due to their coffee.  We ordered the pumpkin spice coffee (#basic #fall) and it was not as amazing as my iced coffee. There was a lot of foam and the pumpkin spice flavor was a little lackluster.  However, living in Texas, it's pretty much warm year round so I don't need hot drinks to make me sweat even more than I do. I'll stick to the iced coffee here and be the happiest and most caffeinated vibe in the world.  Definitely try this place out! Coffee ice cubes are put in the iced coffee to ensure the drink doesn't get watered down! ", 4.0 star rating ,4,HIGH
801,01-10-2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Utah,Regular,80,110,103,133,87,46,169,144," 6/1/2016 I have only been here once. I will be here more often in the future.  So the name ""Fat Cats"" is cool in and of itself! Check out the fat orange cat in my profile pic. I need to try the coffee but went for some ice cream. Brownie Batter, Mexican Chocolate Chip and Raspberry Chip(i think) they were delicious. It was like 6 bucks. The service was quick. Then again, there were 2 girls behind the counter and only a couple other patrons there. The internet was fast.  Loses one star. Why? Not a lot of internet to plug your stuff into. seatings are hardwood benches that hurt my butt. parking may be issue, this particular time of day it was not. Its in Midtown Commons, a place where vibe price a fortune to live in a tight, overcrowded space. ", 4.0 star rating ,4,HIGH
253,01-10-2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Washington,Regular,40,50,56,70,16,54,222,143," 12/29/2015 Pretty adorable little spot in an albeit unsuspecting location. We stopped here the other night for some vegan ice cream after food. I was glad that the lady was willing to provide a few samples for me since I hadn't been there before. I ordered from the vegan side, which is all Coconut Bliss coconut milk ice cream. Ordered a half and half scoop, which was awesome, since I didn't want to do two scoops just to get two flavors. Not all places are that accommodating.  They'd already put the food goods away, which seems like poor business to me. My brother, who goes frequently, said that's common practice for them to empty out the food case hours before closing. The woman said if there was anything we wanted, she could get it from the back, but it's hard to know what I want if I can't see it: the texture, the size, the potential for deliciousness entreating me to spend more money. I hope they'll reconsider this practice in the future.  Also of note: loyalty parkingds. My brother got a punch for each of us, and I got mint chocolate chip. Score. ", 4.0 star rating ,4,HIGH
712,01-10-2012,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,200,210,257,341,224,117,244,127," 12/23/2015 I happened by Fat Cats after a work food at Blackstar, and was feeling coffeeedy. I got a run of the mill iced coffee with almond milk. The coffee is fantastic (I noticed that there is a daily roast parkingd, and that they were out of some beans which is a plus in my book) and I was very pleased with how quickly it was made. It's also VERY reasonably price.  On a whim, I decided to have it iced, and I am very glad I did. The ice is made with coffee instead of water. I'm thrilled! I am so excited this little cup is going to last me for more than the 30 minutes it would normally take to nurse it a little.  The reason it's a four instead of five star is because I like my coffee shops to feel a little less like frozen yogurt places (bright and sterile), more like a friend's house.  Excellent service, Fat Cats. I will make it a point to come back for food when I'm in less of a rush and will update my review! ", 4.0 star rating ,4,HIGH
573,01-10-2012,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,20,30,45,64,6,70,216,84," 11/14/2015 1 check-in Tasty drinks and food, but lacking good service and a comforting coffee shop vibe.  Had two of their food donuts, and they were both full of flavor and the texture was light and spongy. The Mexican chocolate donut featured dark chocolate and subtle notes of cinnamon and chili pepper. The coffee donut was sweeter, yet well balanced by hints of coffee.  Overall, the store could benefit from some vibe on the walls and louder vibe to make the space feel less jarring. Mexican Chocolate (front) and coffee food donuts ", 4.0 star rating ,4,HIGH
414,01-10-2012,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,40,80,60,99,57,42,234,45," 10/16/2015 I was in the area and noticed the new coffee shop so dropped by. The barrista was pretty friendly. I grabbed a chai and I have to say, had to be one of the best chai coffee I ever had. Their food goods were great too. Got a cowboy food, was pretty awesome.  It's right by Black Star Coop which is a plus. Go there for a food and alcohol, then retire to Fat Cats for some food and coffee. ", 5.0 star rating ,5,HIGH
641,01-10-2012,Central,Small Territory,Lemon,Leaves,Herbal Tea,Iowa,Decaf,90,130,122,176,114,62,276,187," 1/28/2016 12 check-ins There's only a few other places in Austin that advertise making a caf̩ Cubano coffee, but I have to say this is my favorite one. I'm so happy I found this place... It is near my house and they make my favorite drink, like I said before caf̩ Cubano. The establishment is small and intimate but perfect for a guy like me. I sometimes will do work on my laptop here or just come to hang out with friends. They also have really good treats like food gluten-free foods and fair trade ice cream's. The coffee is local and totally worth it. Cafe Cubano Cafe Cubano Cafe cubano See all photos from Christian L. for Fat Cats local Coffee And food ", 5.0 star rating ,5,HIGH
573,01-10-2012,Central,Small Territory,Lemon,Leaves,Herbal Tea,Missouri,Decaf,60,10,86,23,26,49,269,87," 5/12/2016 Date night win!  We tried the banana nut loaf, decaf coffee, and the Mexican chocolate doughnut. -The banana nut food was a *little* bit dry but very tasty, not-too-sweet, with really rich chocolate chips.   -The coffee was FANTASTIC.  Couldn't believe it was decaf.  (Also, awesome: it was about the same price as Starbucks, if not good priceer.  Hard to find great coffee for that price.) -For us, the highlight was the Mexican chocolate doughnut in combination with the coffee.  We both like spicy foods with our coffee so this was just right.  Like the food, it wasn't too sweet but was SO perfectly chocolatey with a nice spiciness from cayenne pepper.  I'll be back for this! (Keep in mind, that if you like a traditional doughnut, this might not be for you.  It's more like a super-moist food, not fried and fluffy like a regular doughnut.) ", 4.0 star rating ,4,HIGH
262,01-10-2012,Central,Small Territory,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,30,60,48,70,45,25,74,97," 5/27/2016 I'm all for supporting local, small businesses -so I came here (instead of Starbucks) to get some work done & enjoy a tasty beverage. One of the chics there is not very hospitable & there are NO internet to plug in your computer....    I'm sure everything on their menu is delicious, so I don't want to discredit them. But this wasn't a suitable place for what I was hoping for. ", 3.0 star rating ,3,LOW
959,01-10-2012,East,Small Territory,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,40,30,79,98,34,64,148,234," 7/1/2016 I've been to this place in previous months and was met with friendly and prompt service each visit. Today was first time I've been there in the about 3 weeks and I had just received the worst service I've ever received...ANYWHERE. I, unlike many new faces in the cafe, was able to ramble off my Cafe con Leche order like a pro without any hesitation. Alright cool...I got a Matcha Donut...she gave it to me...cool. Then, I paid the $10 for my stuff, put my $2 in the tip jar then proceeded to have a seating and wait for my beverage. Come to see, when I sit down, the angsty-looking chick who took my order comes from behind the counter, takes a seating where patrons sit and starts browsing her cell phone.  At this point there is one other lady behind the counter who is preoccupied in what looks like stocking and prepping. My drink is not being made. I work as a service so I can tell when a drink is or is not being made. I'm the only customer in the shop so...why isn't my drink being made???  After about 5 min of still not hearing an coffee machine or a milk steamer I stand up at the pick-up counter to get some attention. The chick who took my order is still sitting, browsing her phone. The lady behind the counter greets me and tries to usher me towards the register because she doesn't know that I ordered a drink already. I tell her that I had ordered one already and had to tell her what I had ordered. Now, its not her fault for not knowing because she didn't take my order. Like I said, this cafe was dead so there is no reason for miscommunication unless it was purposeful negligence on her co-workers behalf.  I'm a regular even though I have an coffee machine. I like helping out local businesses and I also love hand crafted drinks I can't quite perfect at home. I'm sort of afraid to go back and price as much as I did just to be treated with such disrespect.  If I do go back I'll request someone other than the angsty chick to take my order and I'll tip after I'm served.  Emily was helpful, prompt and understanding. ", 1.0 star rating ,1,LOW
603,01-10-2012,East,Small Territory,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,10,20,34,43,3,46,141,132," 2/12/2016 I love the food, coffee (they use Third Coast!) and vibe of this place.  That said, they've lost my business completely.  The first time we visited, I was really disappointed that there were no internet to set up shop and work for a few hours.  My fiance ended up dragging a seating and chair to the one internet between the banquet seating and the bathroom to charge his computer when it got close to dying - a workable, if inelegant, solution.  Now, upon returning, they have added a lockbox to the internet to prevent customer use.  There are plenty of coffee shops around town who want this kind of business - but it's clear Fat Cats doesn't.  Too bad, because they were well on their way to being our favorite coffee shop on the north side. ", 2.0 star rating ,2,LOW
860,01-10-2012,East,Small Territory,Mint,Leaves,Herbal Tea,Connecticut,Decaf,30,50,65,77,35,42,278,57," 8/15/2015 1 check-in At long last, a coffee shop in my location. And even better yet, one that is vegan-friendly! Fat Cat's prices attention to detail. Their coffee is Fair Trade. Iced coffee is a delicious cold coffee and served with coffee ice cubes so it won't get watered down! Genius! Milk is from grass fed cows, or any kind of nondairy. Coffee syrups are home made.  I didn't get to try their food goods because their oven was broken but I hear they will all be vegan.  They have a deluxe ice cream menu featuring 8 or 10 flavors each of vegan and dairy ice creams. The vegan ice cream is Coconut Bliss brand, not sure where they get the dairy version. They have local toppings like vegan gummy bears and marshmallows. They even have a nondairy hot fudge and coconut whipped cream.  My only complaint is that the hot fudge service is a bit skimpy. I went back and paid for a second service to make it come out with my ice cream.  That may be a cost control issue, as it's clearly made with high quality chocolate. ", 5.0 star rating ,5,HIGH
225,01-10-2012,South,Small Territory,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,80,110,103,133,87,46,220,219, 5/1/2016 1 check-in Their store is super cute. There's a good selection of different drinks on the menu and they also have ice cream (score!). There are vegan friendly options and everything is vibeally friendly. Traditions coffee coffee! , 5.0 star rating ,5,HIGH
505,01-10-2012,South,Small Territory,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,10,30,21,31,14,17,78,80, 1/25/2016 1 check-in Freshly made local coffee . Fresh. Tasty. Excellent place for the coffee and bakes. Clean and good hospitality. Thanx , 5.0 star rating ,5,HIGH
405,01-10-2012,South,Small Territory,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,40,50,56,70,16,54,57,39," 4/14/2016 This is a very nice coffee shop that is a good place to study/work and grab some local/vegan food.  Things to know:  Pros - Good selection of vegan and non-dairy ice creams, as well as traditional ice cream. - Nice food/bakery options for vegans as well -  Square seatings good for doing work at - Coffee is pretty good - Great selection of coffee, which are also good - Super cute vibe - parking directly outside storefront (2Hr seating)  Cons - no internet for plugging in computers. (no biggie. Just charge your stuff before you come) - Small store, so could potentially get vibeed easily. (It was not vibeed when I went on a weekday afternoon) - Bench seating makes up half the seating of every seating, as the bench and seatings line one wall of the place. I didn't mind it because it wasn't busy, but you might end up smooshed up next to someone on a busy day.  What I got:  Matcha vegan food donut: I actually really liked the donut. It was spiced really well and very moist. Very food-like. The matcha is in the icing, which does have a good matcha flavor, but is also very, very sweet. It was too sweet for me to finish the donut. But if you love super-sweet icing you'll probably like the donut overall.  coffee with almond milk. Really good. Very strong dark roast flavor.  Scoop of Vegan Ginger food ice cream and scoop of regular parkingdamom flavor ice cream. both were delicious!  Sun, Moon, and Stars iced green tea. Very pleasant.  And I just loved seeing all the little touches in vibe like the black bowler hat light shades.  Overall, I really liked it there. The night manager, Ariel, was tending the place the afternoon that I went and she was very nice and vibeable.  I'll definitely be going back. The bar to the left of the ice creams. Matcha Donut. Great matcha flavor in the icing, but too sweet for me. The donut itself is moist, foody, and yummy. See all photos from Sarah S. for Fat Cats local Coffee And food ", 4.0 star rating ,4,HIGH
504,01-10-2012,South,Small Territory,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,60,60,79,98,34,64,220,223, 2/12/2016 This place is super good location and REALLY tasty. They have a lot of vegan options for food and coffee options. I'm a bit of a wimp when it comes to the taste of coffee. I would say their coffee's are the best I've ever had.  I have tried their banana food and vegan Chocolate chip foods that are to die for. Please treat yourself. The service is super friendly! , 5.0 star rating ,5,HIGH
505,01-10-2012,South,Small Territory,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,10,30,31,37,6,31,133,107," 5/4/2016 This place is awesome, my coffee was delicious and service really friendly and helpful when I had questions. Iced soy parkingamel coffee was delicious ", 5.0 star rating ,5,HIGH
405,01-10-2012,South,Small Territory,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,80,40,96,134,17,117,212,236, 5/10/2016 Beautiful place! Great service! The coffee is a bit bitter than most but good. Tasty foods! Love the lamps!!!! Cute place!! , 4.0 star rating ,4,HIGH
775,01-10-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,90,60,125,173,26,147,68,104," 1/8/2016 1 check-in Here's my suggestion on a fun way you location folk or you Cedar parking folk can spend your Saturday:  Hop on the MetroRail and exit Crestview. Go to Black Star for alcohols. Then parking a few steps to Fat Cats for delicious food goods, coffee, ice cream, whatever.  VEGANS! You must check this place out! ", 5.0 star rating ,5,HIGH
971,01-10-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,10,30,25,36,17,19,165,133, 12/10/2015 1 check-in For a good coffee shop you need a few things.  1. High quality beans 2. High quality service 3. Noms 4. vibe 5. Proximity to vibe  This place excels on all points. Their use of coffee ice cubes is an excellent touch. Oh and not to mention they're vegan and have delicious food! ( referenced as noms above ) , 5.0 star rating ,5,HIGH
801,01-10-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Utah,Decaf,30,60,49,71,33,38,192,144," 8/10/2015 First to Review My wife and I saw that this place was hoursing today so we took the train from round rock and went to check it out. We were not disappointed! The first thing you notice is the vibe. Beautifully vibeated with a great color scheme, cool light fixtures and an amazing counter top with refurbished wood!! The second thing you notice is warm smiles from a friendly service ready to serve. The last and most important thing is tasty food (waffle w Choc chips in my case) and drinks! (My wife got a decaf cubano and I got a double coffee from third coast and a delicious parkingmel coffee w homemade syrup) Highly recommend this place!!! I love these counters!!! Beautiful milk and sugar station See all photos from Brian B. for Fat Cats local Coffee And food ", 5.0 star rating ,5,HIGH
206,01-10-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Washington,Decaf,90,130,125,188,115,73,160,47, 8/5/2016 Frozen Coffee Ice Cubes in the Iced Coffee. Amazing. , 5.0 star rating ,5,HIGH
702,01-10-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Nevada,Decaf,120,120,154,213,120,93,255,160," 1/5/2016 Stopped in tonight with my fingers crossed looking for a food food, and Fat Cats blew me away. Got a Belgian food with 1 scoop Sea Salted parkingamel Ice Cream and 1 scoop Butterscotch Pecan Ice Cream. The shop prides itself in having vegan and gluten-free items, which didn't really matter to me but others would appreciate. The food was great, it had a hint of cinnamon which really added to the flavor. The food was nicely crisp on the outside to hold onto and balance the ice cream, with an airy and fluffy inside. The ice cream was delicious (the flavors we got were made with dairy but they do offer dairy-free kinds) and really went well with the food.  My girlfriend and I are going to return at some point to try out the coffee and such now that we know the foods are so delicious! ", 5.0 star rating ,5,HIGH
971,01-10-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Oregon,Decaf,60,90,90,115,73,42,162,157," 9/25/2016 Meh. Good service and pretty decent coffee but came here on a Sunday at 9-ish (not long after they hours) and they had run out of food food - just foods and heavier food left. I love me a good food but not when it's my only option first thing in the morning.....sorry Fat Cats. Cute vibe and such potential but when there are so many good coffee seating that also give me the chance to grab food while I'm there, can't really see myself comin back here. ", 2.0 star rating ,2,LOW
435,01-10-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Utah,Decaf,20,60,45,69,23,46,157,185, 11/13/2015 First time here. This is how I see it: This is the best tasting parkingamel coffee I've ever had. She blended it with the hands of an vibeist that makes it so good. I will come back.  I think the business services are using the space they have all wrong. They seem to have given more space to the service than they have to the guests. So they certainly need more seating. Other than that touch̩ Fat Cat. , 5.0 star rating ,5,HIGH
425,01-10-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Washington,Decaf,30,60,48,71,47,24,62,156," 6/30/2016 1 check-in Great coffee and food. The tiny (real size) coffee are awesome, and the ice cream and chocolate chip foods are excellent. Fun place to wind up a night out after Black Star. service was super nice and helpful. ", 5.0 star rating ,5,HIGH
