AreaCode,Date,Territory,TerritorySize,Product,ProductLine,ProductType,State,Type,BudgetCOGS,BudgetProfit,COGS,Margin,Profit,TotalExpenses,sales,Marketing
845,01-12-2012,East,Major Territory,Colombian,Beans,Coffee,New York,Regular,250,250,279,420,271,149,186,282
305,01-12-2012,East,Major Territory,Caffe Mocha,Beans,Espresso,Florida,Regular,100,30,105,145,21,124,121,293
339,01-12-2012,East,Major Territory,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,40,10,47,52,20,72,251,250
212,01-12-2012,East,Major Territory,Caffe Mocha,Beans,Espresso,New York,Regular,130,210,135,69,224,155,214,259
351,01-12-2012,East,Major Territory,Regular Espresso,Beans,Espresso,Massachusetts,Regular,150,80,153,153,87,66,145,37
718,01-12-2012,East,Major Territory,Regular Espresso,Beans,Espresso,New York,Regular,240,320,250,407,312,95,148,84
972,01-12-2012,South,Major Territory,Colombian,Beans,Coffee,Texas,Regular,280,240,241,284,188,96,13,86
512,01-12-2012,South,Major Territory,Caffe Latte,Beans,Espresso,Texas,Regular,50,30,67,101,47,54,13,111
972,01-12-2012,South,Major Territory,Caffe Mocha,Beans,Espresso,Texas,Regular,90,110,123,179,133,46,66,155
951,01-12-2012,West,Major Territory,Amaretto,Beans,Coffee,California,Regular,150,90,127,25,88,63,267,210
707,01-12-2012,West,Major Territory,Colombian,Beans,Coffee,California,Regular,330,350,279,420,271,149,30,144
916,01-12-2012,West,Major Territory,Caffe Latte,Beans,Espresso,California,Regular,240,160,250,251,157,94,227,136
530,01-12-2012,West,Major Territory,Caffe Mocha,Beans,Espresso,California,Regular,130,40,135,187,31,156,156,109
303,01-12-2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,140,80,153,153,87,66,284,158
309,01-12-2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,110,130,123,179,133,46,289,209
937,01-12-2012,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,20,30,29,44,25,19,247,172
970,01-12-2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Colorado,Decaf,40,0,47,65,6,71,31,175
773,01-12-2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Illinois,Decaf,40,30,43,56,29,27,293,28
330,01-12-2012,Central,Major Territory,Lemon,Leaves,Herbal Tea,Ohio,Decaf,30,30,33,49,29,20,294,23
303,01-12-2012,Central,Major Territory,Mint,Leaves,Herbal Tea,Colorado,Decaf,50,30,54,73,29,44,107,180
630,01-12-2012,Central,Major Territory,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,80,86,124,88,36,224,229
772,01-12-2012,East,Major Territory,Chamomile,Leaves,Herbal Tea,Florida,Decaf,10,20,24,32,12,20,240,51
954,01-12-2012,East,Major Territory,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,20,65,80,23,57,123,237
508,01-12-2012,East,Major Territory,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,30,10,46,57,7,50,192,183
607,01-12-2012,East,Major Territory,Lemon,Leaves,Herbal Tea,New York,Decaf,220,210,294,453,309,144,39,133
561,01-12-2012,East,Major Territory,Mint,Leaves,Herbal Tea,Florida,Decaf,60,30,80,96,50,46,40,274
716,01-12-2012,East,Major Territory,Mint,Leaves,Herbal Tea,New York,Decaf,180,150,241,93,189,96,94,63
469,01-12-2012,South,Major Territory,Chamomile,Leaves,Herbal Tea,Texas,Decaf,50,30,54,73,28,45,69,62
214,01-12-2012,South,Major Territory,Lemon,Leaves,Herbal Tea,Texas,Decaf,30,30,41,60,24,36,115,181
626,01-12-2012,West,Major Territory,Chamomile,Leaves,Herbal Tea,California,Decaf,80,80,86,124,89,35,286,151
415,01-12-2012,West,Major Territory,Lemon,Leaves,Herbal Tea,California,Decaf,220,170,241,284,188,96,280,30
805,01-12-2012,West,Major Territory,Mint,Leaves,Herbal Tea,California,Decaf,40,30,43,56,29,27,273,289
303,01-12-2012,Central,Major Territory,Darjeeling,Leaves,Tea,Colorado,Regular,30,10,46,57,6,51,94,172
309,01-12-2012,Central,Major Territory,Darjeeling,Leaves,Tea,Illinois,Regular,40,50,54,79,53,26,21,47
513,01-12-2012,Central,Major Territory,Darjeeling,Leaves,Tea,Ohio,Regular,70,70,88,133,72,61,13,170
303,01-12-2012,Central,Major Territory,Earl Grey,Leaves,Tea,Colorado,Regular,40,20,53,63,26,37,178,250
630,01-12-2012,Central,Major Territory,Earl Grey,Leaves,Tea,Illinois,Regular,50,40,67,101,47,54,214,107
740,01-12-2012,Central,Major Territory,Earl Grey,Leaves,Tea,Ohio,Regular,110,90,134,186,121,65,192,59
719,01-12-2012,Central,Major Territory,Green Tea,Leaves,Tea,Colorado,Regular,60,60,81,104,66,38,47,216
813,01-12-2012,East,Major Territory,Darjeeling,Leaves,Tea,Florida,Regular,30,30,30,45,26,19,196,189
617,01-12-2012,East,Major Territory,Darjeeling,Leaves,Tea,Massachusetts,Regular,30,40,33,49,29,20,145,92
716,01-12-2012,East,Major Territory,Darjeeling,Leaves,Tea,New York,Regular,90,90,86,124,89,35,276,88
718,01-12-2012,East,Major Territory,Earl Grey,Leaves,Tea,New York,Regular,120,150,123,179,133,46,28,108
863,01-12-2012,East,Major Territory,Green Tea,Leaves,Tea,Florida,Regular,30,40,34,51,30,21,220,180
857,01-12-2012,East,Major Territory,Green Tea,Leaves,Tea,Massachusetts,Regular,30,30,29,44,25,19,115,236
518,01-12-2012,East,Major Territory,Green Tea,Leaves,Tea,New York,Regular,50,60,54,79,52,27,145,30
916,01-12-2012,West,Major Territory,Darjeeling,Leaves,Tea,California,Regular,90,110,123,179,134,45,102,51
619,01-12-2012,West,Major Territory,Earl Grey,Leaves,Tea,California,Regular,30,50,54,79,53,26,262,86
213,01-12-2012,West,Major Territory,Green Tea,Leaves,Tea,California,Regular,40,50,67,101,47,54,34,16
319,01-12-2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,0,10,10,14,1,15,273,179
816,01-12-2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,60,40,63,76,36,40,198,106
715,01-12-2012,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,70,83,112,57,55,44,169
641,01-12-2012,Central,Small Territory,Decaf Espresso,Beans,Espresso,Iowa,Decaf,0,40,0,43,32,11,272,29
314,01-12-2012,Central,Small Territory,Decaf Espresso,Beans,Espresso,Missouri,Decaf,30,50,31,46,27,19,195,22
262,01-12-2012,Central,Small Territory,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,30,30,24,32,13,19,149,251
959,01-12-2012,East,Small Territory,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,40,40,49,65,21,44,120,176
225,01-12-2012,South,Small Territory,Decaf Irish Cream,Beans,Coffee,Louisiana,Decaf,40,50,34,51,31,20,239,59
505,01-12-2012,South,Small Territory,Decaf Irish Cream,Beans,Coffee,New Mexico,Decaf,100,40,92,68,16,52,278,13
580,01-12-2012,South,Small Territory,Decaf Irish Cream,Beans,Coffee,Oklahoma,Decaf,30,50,33,49,28,21,163,160
225,01-12-2012,South,Small Territory,Decaf Espresso,Beans,Espresso,Louisiana,Decaf,30,20,43,63,27,36,58,199
505,01-12-2012,South,Small Territory,Decaf Espresso,Beans,Espresso,New Mexico,Decaf,30,0,38,51,12,39,140,76
405,01-12-2012,South,Small Territory,Decaf Espresso,Beans,Espresso,Oklahoma,Decaf,60,60,88,133,72,61,162,175
702,01-12-2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Nevada,Decaf,30,30,31,38,8,30,298,24
503,01-12-2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Oregon,Decaf,40,50,41,60,25,35,275,208
435,01-12-2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Utah,Decaf,80,50,68,85,26,59,284,33
509,01-12-2012,West,Small Territory,Decaf Irish Cream,Beans,Coffee,Washington,Decaf,120,50,105,145,20,125,109,128
702,01-12-2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Nevada,Decaf,20,20,23,35,17,18,231,124
971,01-12-2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Oregon,Decaf,150,80,153,153,87,66,15,227
435,01-12-2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Utah,Decaf,40,50,50,73,47,26,173,299
253,01-12-2012,West,Small Territory,Decaf Espresso,Beans,Espresso,Washington,Decaf,70,60,80,96,51,45,272,140
641,01-12-2012,Central,Small Territory,Amaretto,Beans,Coffee,Iowa,Regular,10,20,16,25,10,15,225,138
715,01-12-2012,Central,Small Territory,Amaretto,Beans,Coffee,Wisconsin,Regular,60,30,65,80,22,58,47,20
563,01-12-2012,Central,Small Territory,Colombian,Beans,Coffee,Iowa,Regular,30,10,31,38,8,30,263,142
573,01-12-2012,Central,Small Territory,Colombian,Beans,Coffee,Missouri,Regular,60,40,68,85,26,59,198,275
715,01-12-2012,Central,Small Territory,Colombian,Beans,Coffee,Wisconsin,Regular,100,30,105,145,20,125,31,45
515,01-12-2012,Central,Small Territory,Caffe Mocha,Beans,Espresso,Iowa,Regular,20,40,23,35,17,18,194,67
314,01-12-2012,Central,Small Territory,Caffe Mocha,Beans,Espresso,Missouri,Regular,60,70,50,73,48,25,278,215
715,01-12-2012,Central,Small Territory,Caffe Mocha,Beans,Espresso,Wisconsin,Regular,100,80,80,96,50,46,75,133
603,01-12-2012,East,Small Territory,Amaretto,Beans,Coffee,New Hampshire,Regular,40,50,52,75,37,38,58,22
203,01-12-2012,East,Small Territory,Colombian,Beans,Coffee,Connecticut,Regular,100,110,115,174,105,69,66,192
603,01-12-2012,East,Small Territory,Colombian,Beans,Coffee,New Hampshire,Regular,40,30,48,74,28,46,117,71
475,01-12-2012,East,Small Territory,Caffe Mocha,Beans,Espresso,Connecticut,Regular,50,10,55,76,2,78,154,86
603,01-12-2012,East,Small Territory,Caffe Mocha,Beans,Espresso,New Hampshire,Regular,40,10,49,69,4,73,81,222
603,01-12-2012,East,Small Territory,Regular Espresso,Beans,Espresso,New Hampshire,Regular,10,0,20,25,16,41,45,271
318,01-12-2012,South,Small Territory,Colombian,Beans,Coffee,Louisiana,Regular,50,70,49,71,46,25,90,124
505,01-12-2012,South,Small Territory,Colombian,Beans,Coffee,New Mexico,Regular,50,50,48,74,27,47,112,227
405,01-12-2012,South,Small Territory,Colombian,Beans,Coffee,Oklahoma,Regular,90,100,81,104,66,38,153,286
985,01-12-2012,South,Small Territory,Caffe Latte,Beans,Espresso,Louisiana,Regular,40,0,55,76,3,79,15,287
505,01-12-2012,South,Small Territory,Caffe Latte,Beans,Espresso,New Mexico,Regular,10,10,20,25,15,40,129,100
918,01-12-2012,South,Small Territory,Caffe Latte,Beans,Espresso,Oklahoma,Regular,100,90,134,186,121,65,86,82
985,01-12-2012,South,Small Territory,Caffe Mocha,Beans,Espresso,Louisiana,Regular,30,20,41,66,31,35,49,195
505,01-12-2012,South,Small Territory,Caffe Mocha,Beans,Espresso,New Mexico,Regular,30,10,49,69,5,74,261,294
580,01-12-2012,South,Small Territory,Caffe Mocha,Beans,Espresso,Oklahoma,Regular,20,20,29,44,24,20,205,211
503,01-12-2012,West,Small Territory,Amaretto,Beans,Coffee,Oregon,Regular,50,20,47,65,7,72,257,148
435,01-12-2012,West,Small Territory,Amaretto,Beans,Coffee,Utah,Regular,70,50,63,76,36,40,134,61
775,01-12-2012,West,Small Territory,Colombian,Beans,Coffee,Nevada,Regular,40,20,39,49,1,48,14,163
503,01-12-2012,West,Small Territory,Colombian,Beans,Coffee,Oregon,Regular,40,20,41,57,1,56,51,148
801,01-12-2012,West,Small Territory,Colombian,Beans,Coffee,Utah,Regular,50,50,49,65,21,44,273,286
253,01-12-2012,West,Small Territory,Colombian,Beans,Coffee,Washington,Regular,80,80,72,104,58,46,266,291
702,01-12-2012,West,Small Territory,Caffe Latte,Beans,Espresso,Nevada,Regular,0,30,0,43,31,12,157,105
971,01-12-2012,West,Small Territory,Caffe Latte,Beans,Espresso,Oregon,Regular,40,10,46,57,6,51,207,272
435,01-12-2012,West,Small Territory,Caffe Latte,Beans,Espresso,Utah,Regular,30,30,31,46,26,20,56,219
253,01-12-2012,West,Small Territory,Caffe Latte,Beans,Espresso,Washington,Regular,20,20,24,32,13,19,220,144
775,01-12-2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Nevada,Regular,10,10,16,25,10,15,259,133
503,01-12-2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Oregon,Regular,50,40,54,73,28,45,108,211
435,01-12-2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Utah,Regular,90,70,94,120,77,43,228,190
509,01-12-2012,West,Small Territory,Caffe Mocha,Beans,Espresso,Washington,Regular,60,30,65,80,23,57,51,120
641,01-12-2012,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Iowa,Decaf,230,200,247,329,216,113,57,135
417,01-12-2012,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Missouri,Decaf,40,0,49,69,5,74,75,148
920,01-12-2012,Central,Small Territory,Chamomile,Leaves,Herbal Tea,Wisconsin,Decaf,30,30,41,66,30,36,209,253
319,01-12-2012,Central,Small Territory,Lemon,Leaves,Herbal Tea,Iowa,Decaf,120,120,127,185,123,62,70,160
573,01-12-2012,Central,Small Territory,Lemon,Leaves,Herbal Tea,Missouri,Decaf,80,20,92,68,16,52,49,37
715,01-12-2012,Central,Small Territory,Lemon,Leaves,Herbal Tea,Wisconsin,Decaf,30,30,34,51,30,21,107,146
475,01-12-2012,East,Small Territory,Lemon,Leaves,Herbal Tea,Connecticut,Decaf,50,20,68,85,27,58,119,106
603,01-12-2012,East,Small Territory,Lemon,Leaves,Herbal Tea,New Hampshire,Decaf,20,10,39,49,2,47,269,60
475,01-12-2012,East,Small Territory,Mint,Leaves,Herbal Tea,Connecticut,Decaf,40,40,63,76,36,40,180,214
225,01-12-2012,South,Small Territory,Chamomile,Leaves,Herbal Tea,Louisiana,Decaf,80,70,94,120,77,43,37,284
505,01-12-2012,South,Small Territory,Chamomile,Leaves,Herbal Tea,New Mexico,Decaf,10,10,16,25,9,16,190,36
405,01-12-2012,South,Small Territory,Chamomile,Leaves,Herbal Tea,Oklahoma,Decaf,60,20,65,80,22,58,165,29
985,01-12-2012,South,Small Territory,Lemon,Leaves,Herbal Tea,Louisiana,Decaf,60,30,68,85,26,59,18,266
505,01-12-2012,South,Small Territory,Lemon,Leaves,Herbal Tea,New Mexico,Decaf,20,20,31,38,7,31,206,214
580,01-12-2012,South,Small Territory,Lemon,Leaves,Herbal Tea,Oklahoma,Decaf,90,30,105,145,20,125,11,145
702,01-12-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Nevada,Decaf,120,30,135,187,32,155,190,283
541,01-12-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Oregon,Decaf,20,20,24,36,19,17,247,143
435,01-12-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Utah,Decaf,40,40,52,75,36,39,60,227
509,01-12-2012,West,Small Territory,Chamomile,Leaves,Herbal Tea,Washington,Decaf,100,110,115,174,105,69,110,209
775,01-12-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Nevada,Decaf,210,170,224,310,194,116,253,220
541,01-12-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Oregon,Decaf,70,70,81,104,66,38,275,13
801,01-12-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Utah,Decaf,40,40,48,74,28,46,122,117
425,01-12-2012,West,Small Territory,Lemon,Leaves,Herbal Tea,Washington,Decaf,40,50,49,71,46,25,261,119
775,01-12-2012,West,Small Territory,Mint,Leaves,Herbal Tea,Nevada,Decaf,120,120,127,185,122,63,143,43
435,01-12-2012,West,Small Territory,Mint,Leaves,Herbal Tea,Utah,Decaf,80,20,92,68,17,51,179,280
641,01-12-2012,Central,Small Territory,Darjeeling,Leaves,Tea,Iowa,Regular,210,120,250,251,156,95,148,285
573,01-12-2012,Central,Small Territory,Darjeeling,Leaves,Tea,Missouri,Regular,30,10,38,51,11,40,152,226
262,01-12-2012,Central,Small Territory,Darjeeling,Leaves,Tea,Wisconsin,Regular,30,20,43,63,28,35,80,119
641,01-12-2012,Central,Small Territory,Earl Grey,Leaves,Tea,Iowa,Regular,240,170,294,360,216,144,57,204
573,01-12-2012,Central,Small Territory,Earl Grey,Leaves,Tea,Missouri,Regular,10,10,20,25,16,41,146,251
920,01-12-2012,Central,Small Territory,Earl Grey,Leaves,Tea,Wisconsin,Regular,40,0,55,76,3,79,27,258
636,01-12-2012,Central,Small Territory,Green Tea,Leaves,Tea,Missouri,Regular,30,0,39,49,2,47,51,56
860,01-12-2012,East,Small Territory,Darjeeling,Leaves,Tea,Connecticut,Regular,50,50,50,73,47,26,86,277
603,01-12-2012,East,Small Territory,Darjeeling,Leaves,Tea,New Hampshire,Regular,10,20,16,25,10,15,161,160
959,01-12-2012,East,Small Territory,Green Tea,Leaves,Tea,Connecticut,Regular,30,40,33,49,28,21,19,202
603,01-12-2012,East,Small Territory,Green Tea,Leaves,Tea,New Hampshire,Regular,0,30,0,43,32,11,187,143
702,01-12-2012,West,Small Territory,Darjeeling,Leaves,Tea,Nevada,Regular,180,150,247,329,215,114,164,222
971,01-12-2012,West,Small Territory,Darjeeling,Leaves,Tea,Oregon,Regular,20,30,29,44,25,19,297,97
435,01-12-2012,West,Small Territory,Darjeeling,Leaves,Tea,Utah,Regular,30,0,49,69,4,73,201,145
509,01-12-2012,West,Small Territory,Darjeeling,Leaves,Tea,Washington,Regular,30,20,41,66,30,36,90,191
702,01-12-2012,West,Small Territory,Earl Grey,Leaves,Tea,Nevada,Regular,180,100,250,251,157,94,54,123
971,01-12-2012,West,Small Territory,Earl Grey,Leaves,Tea,Oregon,Regular,60,60,88,133,73,60,52,184
801,01-12-2012,West,Small Territory,Earl Grey,Leaves,Tea,Utah,Regular,20,10,38,51,12,39,138,184
509,01-12-2012,West,Small Territory,Earl Grey,Leaves,Tea,Washington,Regular,30,20,43,63,28,35,156,194
775,01-12-2012,West,Small Territory,Green Tea,Leaves,Tea,Nevada,Regular,210,320,294,294,408,145,138,127
503,01-12-2012,West,Small Territory,Green Tea,Leaves,Tea,Oregon,Regular,90,100,134,186,121,65,76,12
435,01-12-2012,West,Small Territory,Green Tea,Leaves,Tea,Utah,Regular,10,0,20,25,15,40,137,83
360,01-12-2012,West,Small Territory,Green Tea,Leaves,Tea,Washington,Regular,40,10,55,76,3,79,78,134
719,01-01-2013,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Colorado,Decaf,100,110,95,139,157,40,227,77
217,01-01-2013,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Illinois,Decaf,100,100,95,139,136,55,200,60
513,01-01-2013,Central,Major Territory,Decaf Irish Cream,Beans,Coffee,Ohio,Decaf,60,20,63,87,0,91,204,127
719,01-01-2013,Central,Major Territory,Decaf Espresso,Beans,Espresso,Colorado,Decaf,80,80,72,108,83,58,105,269
773,01-01-2013,Central,Major Territory,Decaf Espresso,Beans,Espresso,Illinois,Decaf,260,180,228,228,218,92,58,102
937,01-01-2013,Central,Major Territory,Decaf Espresso,Beans,Espresso,Ohio,Decaf,60,40,58,72,25,59,110,242
386,01-01-2013,East,Major Territory,Decaf Irish Cream,Beans,Coffee,Florida,Decaf,80,70,84,116,104,51,103,266
305,01-01-2013,East,Major Territory,Decaf Espresso,Beans,Espresso,Florida,Decaf,70,60,77,103,78,56,75,136
361,01-01-2013,South,Major Territory,Decaf Irish Cream,Beans,Coffee,Texas,Decaf,100,100,83,107,106,41,210,17
409,01-01-2013,South,Major Territory,Decaf Espresso,Beans,Espresso,Texas,Decaf,40,60,54,80,84,27,84,151
310,01-01-2013,West,Major Territory,Decaf Irish Cream,Beans,Coffee,California,Decaf,180,120,144,26,182,96,109,200
951,01-01-2013,West,Major Territory,Decaf Espresso,Beans,Espresso,California,Decaf,220,200,234,312,316,114,112,241
719,01-01-2013,Central,Major Territory,Amaretto,Beans,Coffee,Colorado,Regular,90,100,89,130,146,38,238,101
330,01-01-2013,Central,Major Territory,Amaretto,Beans,Coffee,Ohio,Regular,60,50,60,80,53,48,234,68
720,01-01-2013,Central,Major Territory,Colombian,Beans,Coffee,Colorado,Regular,80,80,83,107,106,41,150,215
815,01-01-2013,Central,Major Territory,Colombian,Beans,Coffee,Illinois,Regular,150,130,144,201,173,94,280,78
614,01-01-2013,Central,Major Territory,Colombian,Beans,Coffee,Ohio,Regular,60,50,57,83,65,43,55,228
720,01-01-2013,Central,Major Territory,Caffe Mocha,Beans,Espresso,Colorado,Regular,60,70,54,80,84,27,226,227
312,01-01-2013,Central,Major Territory,Caffe Mocha,Beans,Espresso,Illinois,Regular,270,260,234,312,316,114,18,245
234,01-01-2013,Central,Major Territory,Caffe Mocha,Beans,Espresso,Ohio,Regular,190,140,170,171,154,76,107,43
813,01-01-2013,East,Major Territory,Colombian,Beans,Coffee,Florida,Regular,80,70,84,126,106,61,234,10
413,01-01-2013,East,Major Territory,Colombian,Beans,Coffee,Massachusetts,Regular,60,360,72,422,572,58,144,107
518,01-01-2013,East,Major Territory,Colombian,Beans,Coffee,New York,Regular,260,260,271,407,408,152,218,64
239,01-01-2013,East,Major Territory,Caffe Mocha,Beans,Espresso,Florida,Regular,70,30,79,111,14,107,237,233
617,01-01-2013,East,Major Territory,Caffe Mocha,Beans,Espresso,Massachusetts,Regular,60,10,63,63,36,90,143,222
516,01-01-2013,East,Major Territory,Caffe Mocha,Beans,Espresso,New York,Regular,100,170,105,44,268,134,103,179
617,01-01-2013,East,Major Territory,Regular Espresso,Beans,Espresso,Massachusetts,Regular,160,110,170,171,156,75,120,175
516,01-01-2013,East,Major Territory,Regular Espresso,Beans,Espresso,New York,Regular,210,200,228,262,273,91,286,185
682,01-01-2013,South,Major Territory,Colombian,Beans,Coffee,Texas,Regular,260,220,207,245,248,90,118,282
806,01-01-2013,South,Major Territory,Caffe Latte,Beans,Espresso,Texas,Regular,60,50,72,108,83,58,168,133
512,01-01-2013,South,Major Territory,Caffe Mocha,Beans,Espresso,Texas,Regular,70,90,89,130,148,37,143,243
209,01-01-2013,West,Major Territory,Amaretto,Beans,Coffee,California,Regular,110,30,95,50,3,55,126,104
949,01-01-2013,West,Major Territory,Colombian,Beans,Coffee,California,Regular,340,370,271,407,408,152,299,299
323,01-01-2013,West,Major Territory,Caffe Latte,Beans,Espresso,California,Regular,210,150,228,228,218,92,132,28
530,01-01-2013,West,Major Territory,Caffe Mocha,Beans,Espresso,California,Regular,100,20,105,145,26,134,218,29
720,01-01-2013,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Colorado,Decaf,140,110,170,171,154,76,179,283
773,01-01-2013,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Illinois,Decaf,70,100,89,130,148,37,134,271
567,01-01-2013,Central,Major Territory,Chamomile,Leaves,Herbal Tea,Ohio,Decaf,20,50,32,48,45,20,119,285
720,01-01-2013,Central,Major Territory,Lemon,Leaves,Herbal Tea,Colorado,Decaf,50,20,63,87,0,91,75,16
773,01-01-2013,Central,Major Territory,Lemon,Leaves,Herbal Tea,Illinois,Decaf,70,60,83,107,106,41,20,208
614,01-01-2013,Central,Major Territory,Lemon,Leaves,Herbal Tea,Ohio,Decaf,20,50,32,48,45,20,256,156
970,01-01-2013,Central,Major Territory,Mint,Leaves,Herbal Tea,Colorado,Decaf,50,40,60,80,51,49,200,171
224,01-01-2013,Central,Major Territory,Mint,Leaves,Herbal Tea,Illinois,Decaf,80,100,95,139,157,40,16,238
850,01-01-2013,East,Major Territory,Chamomile,Leaves,Herbal Tea,Florida,Decaf,30,30,48,62,53,29,178,299
904,01-01-2013,East,Major Territory,Lemon,Leaves,Herbal Tea,Florida,Decaf,40,20,54,66,20,56,181,142
781,01-01-2013,East,Major Territory,Lemon,Leaves,Herbal Tea,Massachusetts,Decaf,40,30,58,72,26,58,168,232
516,01-01-2013,East,Major Territory,Lemon,Leaves,Herbal Tea,New York,Decaf,180,100,245,238,173,133,52,123
321,01-01-2013,East,Major Territory,Mint,Leaves,Herbal Tea,Florida,Decaf,50,40,69,81,61,44,139,206
516,01-01-2013,East,Major Territory,Mint,Leaves,Herbal Tea,New York,Decaf,150,70,207,27,176,90,275,132
281,01-01-2013,South,Major Territory,Chamomile,Leaves,Herbal Tea,Texas,Decaf,50,50,60,80,51,49,88,159
254,01-01-2013,South,Major Territory,Lemon,Leaves,Herbal Tea,Texas,Decaf,50,50,57,83,65,43,192,51
650,01-01-2013,West,Major Territory,Chamomile,Leaves,Herbal Tea,California,Decaf,80,100,95,139,159,39,52,218
530,01-01-2013,West,Major Territory,Lemon,Leaves,Herbal Tea,California,Decaf,170,160,207,245,249,89,13,273
650,01-01-2013,West,Major Territory,Mint,Leaves,Herbal Tea,California,Decaf,70,60,83,107,104,42,243,199
719,01-01-2013,Central,Major Territory,Darjeeling,Leaves,Tea,Colorado,Regular,40,20,58,72,26,58,100,295
217,01-01-2013,Central,Major Territory,Darjeeling,Leaves,Tea,Illinois,Regular,40,50,54,80,83,28,165,94
513,01-01-2013,Central,Major Territory,Darjeeling,Leaves,Tea,Ohio,Regular,70,60,84,126,106,61,121,180
719,01-01-2013,Central,Major Territory,Earl Grey,Leaves,Tea,Colorado,Regular,50,40,64,76,56,42,176,196
815,01-01-2013,Central,Major Territory,Earl Grey,Leaves,Tea,Illinois,Regular,60,40,72,108,84,57,133,85
567,01-01-2013,Central,Major Territory,Earl Grey,Leaves,Tea,Ohio,Regular,70,60,84,116,104,51,123,237
303,01-01-2013,Central,Major Territory,Green Tea,Leaves,Tea,Colorado,Regular,30,30,44,56,47,27,112,181
239,01-01-2013,East,Major Territory,Darjeeling,Leaves,Tea,Florida,Regular,30,40,32,48,44,21,260,113
781,01-01-2013,East,Major Territory,Darjeeling,Leaves,Tea,Massachusetts,Regular,30,40,32,48,45,20,209,18
607,01-01-2013,East,Major Territory,Darjeeling,Leaves,Tea,New York,Regular,100,120,95,139,157,40,56,202
716,01-01-2013,East,Major Territory,Earl Grey,Leaves,Tea,New York,Regular,90,110,89,130,146,38,90,219
239,01-01-2013,East,Major Territory,Green Tea,Leaves,Tea,Florida,Regular,30,40,33,48,44,21,155,139
978,01-01-2013,East,Major Territory,Green Tea,Leaves,Tea,Massachusetts,Regular,30,40,32,48,45,20,82,116
212,01-01-2013,East,Major Territory,Green Tea,Leaves,Tea,New York,Regular,50,70,54,80,84,27,19,229
562,01-01-2013,West,Major Territory,Darjeeling,Leaves,Tea,California,Regular,50,80,89,130,146,38,96,177
707,01-01-2013,West,Major Territory,Earl Grey,Leaves,Tea,California,Regular,30,60,54,80,84,27,273,133
650,01-01-2013,West,Major Territory,Green Tea,Leaves,Tea,California,Regular,40,50,72,108,84,57,19,26
515,01-01-2013,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Iowa,Decaf,20,20,23,31,19,20,205,272
314,01-01-2013,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Missouri,Decaf,80,50,78,92,73,47,69,135
414,01-01-2013,Central,Small Territory,Decaf Irish Cream,Beans,Coffee,Wisconsin,Decaf,80,60,77,103,79,55,90,264
515,01-01-2013,Central,Small Territory,Decaf Espresso,Beans,Espresso,Iowa,Decaf,10,30,17,26,16,17,151,194
573,01-01-2013,Central,Small Territory,Decaf Espresso,Beans,Espresso,Missouri,Decaf,50,60,46,68,70,24,245,145
715,01-01-2013,Central,Small Territory,Decaf Espresso,Beans,Espresso,Wisconsin,Decaf,50,50,48,62,53,29,228,212
203,01-01-2013,East,Small Territory,Decaf Espresso,Beans,Espresso,Connecticut,Decaf,50,40,55,75,47,47,224,272
