num_rating,coffee_shop_name,review_text,rating,cat_rating,bool_HIGH,overall_sent,vibe_sent,tea_sent,service_sent,seating_sent,price_sent,parking_sent,location_sent,alcohol_sent,coffee_sent,food_sent,hours_sent,internet_sent,local_sent
4,Mozart's Coffee Roasters ," 6/21/2016 This place is the very definition of Austin, or at least what I think it is. Coffee, live vibe, and outdoor seating by the lake...doesn't that just scream Austin?  Came with a friend on a Thursday night around food time and found that it was surprisingly pretty vibeed. The inside is pretty nice although most of the appeal, I suppose, is in the outdoor area where they had someone singing. Additionally, their bathrooms are location outdoors if that's any indication. Nonetheless, they still have plenty of seating indoors if that's not really your scene.  The vibe working there were super friendly even though my friend and I asked way too many questions and took forever to price.  Even though it was nearly 100 degrees, I ordered a hot vanilla coffee and an coffee mousse food. I thought the coffee was fine, although it was a little bitter for me (someone who doesn't like coffee). The food I got seemed bad price to me, especially considering how mediocre I found it to be. It was literally just a dry food doused in coffee, kind of a weird juxtaposition if you ask me.  But I'm still giving this place 4 stars because I really just love the vibe and the coffee honestly is good enough for me. Also, their other food look really good so I'll have to come back and try them another time! Vanilla coffee and coffee mousse food ", 4.0 star rating ,HIGH,1,0,2,0,0,0,-1,0,0,0,2,1,0,0,0
4,Mozart's Coffee Roasters ," 11/13/2015 Nice place to get coffee with a view. it has a huge outdoor deck area that sits on the lake. Pet friendly.  They parkingry your regular coffee shop fixes. coffee coffee, coffee, blended drinks. And then there is ice cream, a huge variety of food goods and a few food items. Had the empanadas and quiche before. Both pretty good. not anything extraordinary but perfect for something to have with my coffee for a light food.  Fun light show on the deck during the holiday season.  If you are in the area, definitely stop by! coffee and quiche with a view of the lake! ", 4.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
4,Mozart's Coffee Roasters ," 4/2/2016 1 check-in Be it a sunny or snowy, this place never fails to impress. Great variety of coffee, ample seating area and cool vibe! Love it! ", 4.0 star rating ,HIGH,1,2,0,0,0,1,0,0,0,0,2,0,0,0,0
5,Mozart's Coffee Roasters ," 11/3/2016 1 check-in loved it so much went twice...not the best food foods in ATX but great view, coffee, vibe. ", 5.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,0,-1,0,0,0
2,Mozart's Coffee Roasters ," 9/11/2016 1 check-in I came here from out of town. I was recommended this place by a close friend of mine and we came and being unfamiliar with the place we were, what any newcomers would do, checking out the menu. The two lady services that were working today were very irritated that we didn't know what we wanted. When I finally ordered, I paid and the service threw my change on the counter.  I work in customer service; I feel if these two services were nice and more welcoming they would have gotten a tip. If they act rudely to vibe, they do not need to be this type of business. I also found a strand of hair in my food, but i felt it was not even worth it having to talk to the services. ", 2.0 star rating ,LOW,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
5,Mozart's Coffee Roasters , 4/23/2016 Mozarts is the best! They have the best location next to the lake and you can even watch the sunset here. Food and drinks are ok-nothing special. I don't come here because their food are super delicious or anything. They have lots of seating area outside and everyone there-even the vibe-are all very friendly. Top notch hangout/study place! , 5.0 star rating ,HIGH,1,3,2,0,0,0,0,0,1,0,0,3,0,0,0
4,Mozart's Coffee Roasters ," 2/22/2016 1 check-in Decent coffee and assortment of food, excellent views of the lake with plenty of seating, birds chirping...what else do you need to accompany your pleasant day drinking coffee? Perhaps live vibe but this is pretty close to being the prefect coffee shop. I live in NYC and there are literally dozens of fantastic coffee shops. The flat white I had here was badly made. It's the service, stupid! Not the beans. Coffee meets food ", 4.0 star rating ,HIGH,1,2,2,0,-1,0,0,0,0,0,2,3,0,0,0
5,Mozart's Coffee Roasters ," 4/17/2016 1 check-in After hearing all about this from locals, had to check it out!! Right off a pier and it is beautiful. Quaint perfect spot to grab coffee and hang around if wanted. Amble seating. After sitting outside by the pier and rain showers came on, we headed to what we thought was inside, but it was another outdoor area with a roof! Will definitely be coming back tomorrow and the day after that Menu! Morning goodies :) Great entrance way! See all photos from Jennifer B. for Mozart's Coffee Roasters ", 5.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Mozart's Coffee Roasters ," 9/11/2016 Love this place. Can't get much better than sitting on the edge of the lake sipping a delicious coffee and watching the ducks and turtles.  Plenty of shade and seating outside.  Service is usually very good for as busy as they get. If they forget something, they always hop right on it. That's only happened once in a couple years.  The coffee is a proper drink as well with full ristretto shots and a creamy foam on top.  I had the strawberry foodcake this past weekend and it was incredible. Creamy and whipped, light, and rich flavor.  The parking is tough but across from lake Austin Blvd you can parking in the extra lot. ", 5.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0
5,Mozart's Coffee Roasters ," 6/30/2016 I have come here many times.  On a date, with an old friend to catch up, late night after food for coffee and food.  It's perfect for anything.  They are hours late.  They are right near the lake which is awesome.  Sometimes parking can be difficult though so beware.  How can I not give some place 5 stars that has java!  They're coffee drinks are delicious.  Their food are a wonderful way to end a food.  Even if the parking lot looks super packed, and the lines are long...there are plenty of seating available.  I don't think I have ever had any issues with that.  If you are in Austin, you must try this out before you leave! ", 5.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Mozart's Coffee Roasters ," 3/29/2016 4 check-ins Great spot to relax and unwind at the end of the day. Bring a book, a laptop, a friend, or nothing at all, just go for the coffee and the vibe. There is a great outdoor space with plenty of seating that overlooks the water. If being outdoors isn't your thing, there's plenty of indoor seating as well (upstairs and down), with large windows so you can still enjoy the view. It's such a relaxing place to enjoy coffee and conversation. Love this place. See all photos from Olivia H. for Mozart's Coffee Roasters ", 5.0 star rating ,HIGH,1,1,0,0,0,-1,0,0,0,0,2,0,0,0,0
5,Mozart's Coffee Roasters ," 9/13/2016 I absolutely adore this place! The location cannot get better. I live in Austin so I know the best times to come (when there aren't as many tourists around) and when not to. I love the coffee here and the chai tea is wonderful! I've never had a bad vibe. Also, the wonderful light display they have during the holidays is amazing! Mozarts Christmas lights ", 5.0 star rating ,HIGH,1,3,1,2,0,0,0,0,3,0,2,0,0,0,0
4,Mozart's Coffee Roasters ," 1/10/2016 4 check-ins The coffee's not anything to write home about but when you've got an almond milk coffee in your hand and you're sitting in the January sunshine overlooking the lake it tastes glorious!  The location is what makes this place somewhere I keep coming back to - so much outside space there's always a sunny spot (or a shady one if you're so inclined) to sit in.  The coffee is good, not great, but definitely good - and they are always super accommodating of special requests.  food are better than they look.  Mid range price, ever charming service and good internet mean I'll never complain about coming here for a meeting or a catch up. ", 4.0 star rating ,HIGH,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5,Mozart's Coffee Roasters ," 11/7/2016 This is my favorite spot to get stuff done on my laptop while having an awesome scenery and getting wired with delicious coffee! I love sitting in the seating during the day with the view of Lake Austin. The one issue I have is the internet. It's tough getting a good connection at times, but other than that I love this place. ", 5.0 star rating ,HIGH,1,1,0,0,0,2,0,0,0,0,2,0,0,-1,0
4,Mozart's Coffee Roasters ," 9/7/2016 Fantastic place for a number of reasons, first being the vibe. Great for intense work, creative writing, or reading. The coffee is pretty good, the food looks much better than it tastes though, which is not to say it's bad, but don't overindulge the first time, you'll waste it.  Other than that, this place is a find! ", 4.0 star rating ,HIGH,1,1,2,0,0,0,0,0,0,0,2,2,0,0,0
4,Mozart's Coffee Roasters ," 1/10/2016 1 check-in A view of the lake, indoor and out door seating, vibe vibe, loud vibe- they've got great vibe going on! The line is a bit long, but I can see why vibe come here. Families come and students study. They've got free internet and a lot of space.  The coffee was pretty mediocre, but I'd definitely come here often to get things done or catch up with friends. They've got their own merchandise for sale, some sweets to go along with the coffee, and friendly service behind the counter.  Keeping Austin cute! ", 4.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
3,Mozart's Coffee Roasters ," 11/26/2015 1 check-in A wonderful seating sits along the water while an eclectic mix of visitors, locals, and folks from various parkings of life enjoying the some sweets and coffee with one another. If this sounds like your cup of Morning coffee, this place will rock your socks!  However, if you're actually there to taste test their coffee like some kind of San Francisco snob *cough*, then you might not be so impressed. It's pretty average affair coffee -- we tried both a coffee and a coffee, both fell pretty short. Milk tasted a bit overdone and the coffee wasn't anything special, just tons of syrup that ended up making the beverage too sweet to even enjoy.  It's a nice relaxing place to study or work, but just don't come expecting mind-blowing coffee. ", 3.0 star rating ,LOW,0,0,0,0,0,2,0,2,0,0,2,0,0,0,0
5,Mozart's Coffee Roasters , 8/1/2016 1 check-in Amazing coffee and ice cream with a view. Enjoyed the trendy coffee shop on the deck with friends! , 5.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0
5,Mozart's Coffee Roasters ," 6/19/2016 Best coffee in Austin and I'm from seatingtle, so I know. Creamy delicious goodness. Full of vibe and great outdoor seating. Can't beat the location. ", 5.0 star rating ,HIGH,1,3,3,0,0,2,0,0,0,0,0,0,2,0,0
5,Mozart's Coffee Roasters , 3/17/2016 1 check-in Most relaxing cup of coffee I've ever ever had. The outdoor seating faces the river and boathouse and ducks and turtles and fish so keep your eyes hours. vibe was relaxed and vibe so you can bring work or just sit and think.  Service was nice and coffee was great. I'd also recommend the poppy seed food which was a lot more filling than we expected.  Would love to come again! See all photos from May K. for Mozart's Coffee Roasters , 5.0 star rating ,HIGH,1,2,2,0,0,0,0,0,0,0,2,0,0,0,0
4,Mozart's Coffee Roasters ," 11/19/2015 1 check-in Excellent service. Welcoming and friendly!  My friends and I ordered 2 food that were not that great. We shared our thoughts with the manager, not trying to get free food or anything. He was very kind and receptive. He acted on our complaints immediately, and checked the freshness and of the food in the display case.  He made recommendations to us for the food that he liked. He gave us a sample of the items before service it us. The samples were truly delicious. We got to reorder a parkingrot food and a chocolate food. Both were superb!  No complaints in the coffee department. We got a Vietnamese iced coffee, twas great. They were roasting a fresh batch of coffee, as my friends and I watched through the glass like creepers.  =D They were roasting coffee behind the glass ", 4.0 star rating ,HIGH,1,1,0,0,3,0,0,0,0,0,0,2,0,0,0
4,Mozart's Coffee Roasters ," 11/3/2015 1 check-in Here's a qualifier, this place is great for it's awesome outdoor deck, but the coffee .... eh.  I came here to get a flat white and they were a little confused about what I was asking for. This really looks like one of those mass production, touristy type of coffee places, except that they have free internet, food, lots of (not so good) food, and an amazing outdoor space you can hang out in.  The inside is madness, there are usually two lines to order but you can't really tell, vibe don't really know what they want and spend anywhere between 5-10 minutes ordering sometimes two drinks. The drinks are ok, but the vibe is fun. The service is friendly (but confused) and is eager to help in whatever you need. I enjoyed my ""flat white"" despite the coffee being quite bitter and the shot burned, because the deck is awesome.  The parking here is also dismal. But then again, you're not here for any of those, just the view right? ", 4.0 star rating ,HIGH,1,1,1,0,0,0,0,0,0,0,-1,0,0,0,0
2,Mozart's Coffee Roasters ," 8/13/2016 I think a lot of vibe are rating Mozart's based on the lake view and the surrounding shops. The food are ""ok"". They look good visually and there's a big selection but they sit out and get dry easily. I've never had a good one nor as anyone I know.  Regular coffee is ""ok"" and anything else tastes like someone poured a pound of sugar into it. But you're dealing with high school kids, not coffee service, so I guess its to be expected.  There's about 100 better coffee shops in Austin and even more places that serve up better food. parking is brutal as well.  Nice view though :) ", 2.0 star rating ,LOW,0,-1,0,0,0,0,0,-2,0,0,0,-2,0,0,0
4,Mozart's Coffee Roasters ," 7/12/2016 1 check-in Cutesy, late night coffee shop on the lake that's definitive of Austin.    Awesome seating area over the lake coupled with live vibe as you drink coffee or food on some food (stand cafe options: foods, food, ice cream/gelato).  Like most places in Austin, it's pet friendly too!    We got their Mozart coffee ice cream that is made in house and their Mozart coffee Special.. it was pretty damn good. ", 4.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0
5,Mozart's Coffee Roasters ," 10/20/2016 Wonderful find here out on the lake. Plenty of sweet treats in the food display. Coffee is very great quality. Everything comes out very quickly. You tell them what you want, and you get in less then two minutes or so. You can sit inside or out by the water. Very pretty overlook. You get ceramic dishes and cups unless you get something iced or specify to go. I'd say it's a unique place to go. It was packed when I went and had to price for parking but still didn't take away from the vibe. You won't be disappointed. Truly an Austin gem. ", 5.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0
5,Mozart's Coffee Roasters ," 10/7/2016 1 check-in Awesome coffee shop by the water. Worked here for hours and had the greatest time. Came here stressed and left in a great no stress mood. Bottom less ice coffee - such a great deal! Cool vibe by the water, nice service, and clean bathrooms. Seriously can't wait to come back. ", 5.0 star rating ,HIGH,1,1,2,0,1,0,0,0,0,0,2,0,0,0,0
5,Mozart's Coffee Roasters , 11/21/2016 eaisily one of the coolest in Austin perfect for a first date! big Thanks to yobored.com for giving me my new favorate coffee spot , 5.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Mozart's Coffee Roasters ," 12/9/2015 2 check-ins This place is great to drink a coffee and have a pie seeing a beautiful view. I've been there couple times and the vibe is very nice, especially because of the lake! I already tried apple pie and cannoli and of course many types of coffee. The apple pie is good but I didn't like the cannoli....just nothing special and no taste. vibe go there with family and groups and there are many students using seatings with their computers. This month of December they have show of lights with Christmas song every end of each hours. parking is free and is vibeed but there are many seating in both sides of the street. I think almost $7 dollars for a small pie is bad price, maybe they are charging this price because there are many tourists and visitors over there. Most part of service is friendly. They have internet but it doesn't work because many vibe are trying to use it at the same time. So....I think the view worth it more than everything at this place. 4 stars because food and coffee are ok, nothing special to me and really bad price. Also the line to order is big and slow sometimes. Awesome end of Saturday afternoon @ Mozart's deck Coffee + canolli + autuum Canoli ", 4.0 star rating ,HIGH,1,0,2,0,1,0,-2,0,0,0,2,0,0,1,0
2,Mozart's Coffee Roasters ," 11/23/2015 4 check-ins As they all say, you come here for the view. Anyone that says the food/drinks here are fantastic are really just captivated by the vibe and location of this place...or they have tastebuds that are off, who knows. That's not to say the stuff here isn't GOOD, it's just that it's heavily bad price and presentation over quality seems to be their key to success. I've been here thrice and well, I don't know if I'll be voluntarily going anymore.  I've already forgotten what I got the first two times, but on my most recent visit I ordered their pumpkin shake. $8 for a ""large"" cup (think grande in starbucks terms). Of course, what I expected wa ssomething more of a ""venti"" but nope, this was their large. Now I don't know what it is about their sizes but it seemed like their small cup was just a thinner yet slightly taller version of their large, though not by that much. I wish I asked what the oz were for each size because it was bugging me the entire day.  Anyways, I ordered it on a whim, and on the receipt it said something like ""shake of the week"" or whatever. I didn't see the pricing because it wasn't listed anywhere.  The shake itself was a few scoops of vanilla ice cream and a pumpkin spice pie thrown inside. Ok well, think about it. Vanilla ice cream doesn't have that much of a sweetness to it as other ice creams do; it's a neutral ice cream that can go well with almost anything. Now throw in a pie with a 50-50 crust to insides ratio. That crust tastes like what? Nothing. The sweetness comes straight from the insides of the pie. Throw that alltogether into a shake and you get.....blandness.  An extremely thick and bland shake. Now I will say the pumpkin flavor WAS THERE, but the amount of pumpkin flavor in the shake did not qualify the shake to be called a pumpkin spice shake. If I had any say in what goes on in the menu, I'd say ditch the pie and replace it with a syrup or better yet, trash this garbage item.  Of course there are a plethora of other drinks you can consume here, so I can't really say much for those. I'm no coffee connosseiur, but I did have their coffee here once or twice. Look at the other reviews for their take on the coffee.  Their fruit tarts are rather basic too and their cannoli pales in comparison to other cannoli's I've had, primarily in the filling.  On the flip side, GREAT study spot with a GREAT location. The lights in the evening are rather pretty too...but again, presentation trumps everything for them here.  Also, there's a parking lot across the street that says Oyster Landing parking or whatever. Yes, it's free.  5/10, would come again if someone dragged me here. ", 2.0 star rating ,LOW,0,0,0,0,0,0,-1,0,2,0,0,2,0,0,0
4,Mozart's Coffee Roasters ," 7/7/2015 1 check-in You can't get much more relaxing than a lakeside coffee shop. The outside seating, upper deck, and lower deck are also besutiful. There has been live vibe every time I've been there at night.  Always a destination whenever I make a trip to Austin. Mozart's coffee special ", 4.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0
5,Mozart's Coffee Roasters ," 6/21/2016 1 check-in The view of the water alone is enough to make me want to go back here. They have indoors and outdoors seating on two levels, so there's plenty of space and a niche for everyone. They offer bottomless hot or cold coffee as well. Aaaaand they have 8 different food foods, including two veggie options. It's a great spot to relax or to study. ", 5.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Mozart's Coffee Roasters ," 4/8/2015 2 check-ins As many times I've ran by this place on my morning runs and tempo runs, I couldn't believe I never thought about coming to this place. Finally on my day off, I decide to come to this place partly because it was such a nice day and I need to get some work done for my class.  They have a private lot but it fills up pretty quickly and I was fortunate to get a parking spot. If I didn't, then across the street there's additional parking. When I go down the stairs there's a huge seating with vibe on their laptops and dogs just relaxing. When you enter there's two lines, it didn't occur to me to go to the other line which was shorter. Then again, I was thinking straight because lo and behold, there's the food display which is basically my kryptonite. Damn!  I was intrigued by the row of food cups and I tried the brownie tres leches which was so good. It went well with my iced coffee. What was even better was they had unlimited refills on iced coffee. Yes!  Remind me please to come here more often. Better to come in the early morning or maybe on your day off. Iced coffee Do you think I'll get a lot done? Brownie Tres Leeches Mousse. ", 5.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Mozart's Coffee Roasters ," 7/30/2016 1 check-in The vibe here is perfect! Inside it is dim lit with candles at every seating, very intimate; outside is right on Lake Austin with chill, live vibe playing. The coffee and food are delicious!! The price are average and you can get bottomless cold coffee! I live in San Antonio but will definitely make this a place I stop at any time I'm in Austin!! So relaxing! The coffee and food are delicious!!! ", 5.0 star rating ,HIGH,1,2,1,0,0,0,3,0,0,0,2,3,0,0,0
4,Mozart's Coffee Roasters ," 6/19/2016 2 check-ins Vegan friendly. Excellent location. Good coffee and tea. Vegan hot chili is tasty but sometimes it's not warm enough. They also have vegan foods in the morning. If they aren't already prepared and available, don't order it. They take an insane amount of time to make fresh foods. ", 4.0 star rating ,HIGH,1,2,0,1,0,0,0,0,3,0,3,0,0,0,0
4,Mozart's Coffee Roasters ," 6/26/2015 Listed in Best of Austin One of my favorite coffee shops in Austin!    Right on Lake Austin, it has amazing lakeside seating!    The coffee is pretty good, and they have a lot of food options, including food foods (some of which are vegetarian or vegan), food, food goods, and food!  There's a lot of parking in front of the store, but there's also a big lot across the street!  It can get busy though!  Definitely a great place to sit and drink some coffee and relax!  Can't beat that view! Make some friends in the lake! Awesome view. ", 4.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Mozart's Coffee Roasters , 6/24/2016 Hands down best coffeechino! Yum yum! And the view is amazing ugh Perfect for an evening coffee break! It's right on the lake ! And dog friendly ! , 5.0 star rating ,HIGH,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3,Mozart's Coffee Roasters ," 4/10/2016 I really like this place! though giving 3.5 stars. Here's why:  Pros: This is location in a beautiful west side of Austin, right next to the river. Great view from its seating. They offer variety of sweets/drinks at moderately high price, but some are still affordable. It gets pretty packed on weekends with young adults/college students.This is the place for vibe watching in Austin.  Cons: internet is not reliable at all. It's ridiculously slow and cut off every 3 minutes - so this is not a place for you if you are here to do some work on your laptop. It is a nice spot for reading a book or chatting with friends though! Their shared restroom needs some work as well. When I used it today, one still had a poop(eeeeeewww!) floating and the other one had no lock at the door...it was a hard choice, but I made it through... ", 3.0 star rating ,LOW,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
5,Mozart's Coffee Roasters ," 10/9/2016 Fantastic vibe.  I love the coffee and its a great place to bring kids.  Bring some food to feed the ducks, turtles and fish and watch your child's eyes light up. ", 5.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Mozart's Coffee Roasters ," 11/14/2016 Wished I came here at night, it would be so beautiful to see the light vibeations.  Very relaxing to sit at the deck with their coffee and food ", 4.0 star rating ,HIGH,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Mozart's Coffee Roasters ," 11/6/2015 2 check-ins Really nice coffee shop that sits on top of Lake Austin. I love going on Saturday nights when they have live vibe on the dock/patio - couple the vibe with amazing coffee and the breathtaking view of the lake and you've an amazing place to sit, chill, chat with friends, and/or lounge around all night long.  Coffee is also really nice - they roast their coffee in house and their selections of coffee coffee blends have varied nicely every time I've gone. It's like $3 for bottomless coffee - great deal and great coffee (all of their coffee are smooth with no astringency). They also have food, foods, and ice cream; though I haven't tried any of them...I just stick with the coffee.  All in all, it's a great place to relax, study, bring out of town friends/family, etc.! ", 5.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0
4,Mozart's Coffee Roasters , 6/9/2016 5 check-ins Best view in Austin from a coffee shop. They have the best outdoor seating with the best view. coffee coffee is bad price because they charge you for a bottomless though. A ton of excellent food & food! , 4.0 star rating ,HIGH,1,2,0,0,0,1,-1,0,0,0,0,0,0,0,0
4,Mozart's Coffee Roasters ," 3/7/2016 2 check-ins Talk about ROMANTIC! When the sunsets, and you're enjoying a coffee on the deck overlooking the lake -- take a look at the couples around you who are ogling at each other and you know that some babies are definitely being made.  As I look at the sunset and sip my warm coffee I feel eyes ogling at me. Could it be? I look around me, guy at the other end of the beautiful deck? Nope. Guy under the massive tree erupting with Christmas lights? Nope. I look down..oh, it's my pug Goji.. staring at my food. hmmmm. Well this food is delicious. ", 4.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0
4,Mozart's Coffee Roasters ," 11/13/2016 Great all around place, but they lose a star because they don't know what cannoli cream is really made of....seriously though a bird just shit on me right after I typed that! ", 4.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Mozart's Coffee Roasters ," 1/14/2016 This place is awesome during any time of the year. Christmas is my favorite time to go because we usually get a couple coffee, sit on the main deck and watch the light show. They offer a cold drink, some sort of iced coffee that is extremely sweet tasting and delicious. Their brownies and chocolate foods are delectable, but their version of pumpkin pie left us a little unsatisfied.  A wonderful place to hang out. Part of the vibeations for their Christmas light show. ", 5.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,3,2,0,0,0
2,Mozart's Coffee Roasters , 9/24/2016 The coffee is really good and the food were good as well but the service has a horrible attitude. The view is beautiful but would not recommend if you come to hang out or come from out of town. , 2.0 star rating ,LOW,0,-1,0,0,-3,0,0,0,0,0,0,2,0,0,0
4,Mozart's Coffee Roasters ," 9/18/2016 This is definitely my favorite coffee spot in Austin along with my dad's. I think the coffee is ""good"", but more-so, I just love the scenery. Sitting in a chill vibe next to the lake is very nice. I live in Dallas and go there every time I visit Austin. ", 4.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0
2,Mozart's Coffee Roasters , 9/10/2016 View is excellent. parking is brutal. Coffee is barely ok. The server who made the coffee was rude. I regret ordering at this place! , 2.0 star rating ,LOW,0,1,0,0,0,0,0,1,0,0,-2,0,0,0,0
3,Mozart's Coffee Roasters ," 10/31/2015 1 check-in Took a chance and tried their special coffee because I figured roasters might make coffee better. They do. Key lime pie is gorgeously textured but too sweet seriously. Soft, textured eclairs. Stunning place to sit at. I hope they have WiFi. ", 3.0 star rating ,LOW,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
4,Mozart's Coffee Roasters ," 5/2/2016 I am giving this place a 4 because the location, seating, and view are wonderful and a great place for locals and tourists! Do I think the drinks are just exceptional? Not particularly, but it's a fun place to go. Highly recommended around Christmas time when they have a really fun Christmas light show on the seating. ", 4.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2
4,Mozart's Coffee Roasters ," 4/3/2016 2 check-ins Love this for a study spot or really to just hang out. On a beautiful day in Austin, I will be here in a heart beat. They have a quite a variety of coffee, food, and surprisingly food (some food/wraps, quiche, bagels, chips, etc.)!!  Only downside is the unreliable internet. The password is displayed everywhere but my computer/phone just won't connect sometimes. Probably because everyone and their mom is using it. parking is no beuno either but what else is new. ", 4.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,-1,0
4,Mozart's Coffee Roasters ," 5/20/2016 2 check-ins location near the lake. Mozart's can be doubled up as a great study spot or for a first date. They have Amy's ice cream, coffee, live vibe, and FREE WIFI. So many places to sit outside for a romantic evening. The only negative I have is that smoking is allowed outside *cough cough* I feel the cancer filling my lungs. Anyway! I love this spot and you can take your boat out too ", 4.0 star rating ,HIGH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Mozart's Coffee Roasters ," 2/17/2015 1 check-in Listed in food & sugar I'm not a huge fan of studying at coffee shops, which is maybe the reason why I've only been to this Austin classic a couple of times. I love how it overlooks the lake and how large the space is. There are steps that lead downstairs, and you can eat, read, study, and sip your coffee on what feels like a dock overlooking the lake. It's pretty cool. It also has a super chill feel to it - even the writing scratched into the old wooden seatings adds to that feel, as weird as it sounds.  I've gotten to try a lot of their food over the past couple of years, and they have a huge selection of them as well as food drinks. Absolutely loved their tiramisu foodcake - it was the perfect blend of sweetness from the cream, tartness from the cream food, and bitterness from the coffee flavor. It also had a perfect blend of all ingredients and textures. Easily one of the best not-tiramisu-but-still-tiramisu food I've ever had. parkingrot food, parkingamel chocolate chip foodcake, tiramisu foodcake ", 4.0 star rating ,HIGH,1,3,0,0,0,0,0,0,0,0,0,3,0,0,0
5,Mozart's Coffee Roasters ," 7/18/2016 3 check-ins Listed in Austin - Favorite Food Places I am really surprised that Mozart's is not having over 1000 reviews because this is THE place that vibe visit for a good cup of coffee, a bite of sweet food, and a wonderful time with your friends and family. I wish I can actually count how many times I visited here; unfortunately, I can't because it's too many. I first found Mozart's when I was in college. It has been here for ... like forever. All UT students visit here for coffee, meeting, or for a good time. It can get pretty vibeed, especially during the school time. parking can get difficult but there is a parking lot across street from it that should provide a lot more spaces. I love it's next to a lake. It's seating with lots of seatings for all groups. For their coffee, I like their coffee either hot or cold will work. On a hot Austin summer day, I like the ice cold coffee. All the good memories I had here say a lot about this place. It's hard to describe the vibe here at Mozart's because you will have to visit to see it yourself. This is the place I will visit when I come back to Austin. ", 5.0 star rating ,HIGH,1,1,2,0,0,0,0,-1,0,0,0,2,0,0,0
4,Mozart's Coffee Roasters ," 10/21/2015 Listed in food Austin The good: location, location, location! This is a beautiful place to enjoy lake views and (some) breeze. Bottomless coffee and iced coffee! You can get enough coffee for $4 to fuel a Himalayan expedition.  The bad: the food is blah. At least you're not priceing $$$$ for it, just $$, so what you're actually priceing is a location tax. I had a slice of quiche, and I think it was food spinach but I can't remember because it was unremarkable.  7/10, I would come here again to impress visitors, or to study all day. Not for quiche. ", 4.0 star rating ,HIGH,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4,Mozart's Coffee Roasters ," 8/22/2015 1 check-in Great coffee shop for studying! They have bottomless iced tea and coffee, making it your go-to stop when hammering in your homework/tests.  My only gripe here is that the menu items can add up really quickly. But that's not really the fault of the business; more like just me wanting to eat everything! ", 4.0 star rating ,HIGH,1,2,0,0,0,0,0,0,0,0,2,0,0,0,0
