uniqueID,drugName,condition,rating,date,usefulCount
25977,Lamisil,20</span> users found this comment helpful.,3,07-Sep-11,20
25978,Lamisil,Onychomycosis; Toenail,9,01-Aug-11,43
25979,Lamisil,Tinea Pedis,10,29-May-11,7
25980,Lamisil,Onychomycosis; Toenail,10,27-Apr-11,75
25982,Kapvay,ADHD,1,11-Oct-16,10
25983,Kapvay,ADHD,8,26-Feb-16,40
25984,Kapvay,ADHD,10,11-Feb-16,109
25985,Kapvay,ADHD,4,29-Jun-15,20
25987,Kapvay,ADHD,9,15-May-12,157
25989,Kapvay,ADHD,10,26-Jan-12,61
25992,Kapvay,ADHD,10,30-Apr-11,159
25994,Kapvay,ADHD,10,16-Apr-11,65
25995,Kapvay,ADHD,7,04-Apr-11,61
25996,Kapvay,ADHD,7,20-Mar-11,55
25997,Kapvay,ADHD,8,07-Feb-11,56
25998,Kapvay,ADHD,10,05-Feb-11,190
26000,Dupilumab,Eczema,1,28-Nov-17,0
26001,Dupilumab,Atopic Dermatitis,10,21-Nov-17,4
26002,Dupilumab,Eczema,5,15-Nov-17,3
26006,Dupilumab,Atopic Dermatitis,10,10-Oct-17,7
26008,Dupilumab,Eczema,10,08-Oct-17,7
26009,Dupilumab,Eczema,8,05-Oct-17,6
26015,Dupilumab,Eczema,10,23-Aug-17,18
26022,Dupilumab,Atopic Dermatitis,10,09-Jul-17,14
26023,Dupilumab,Eczema,10,07-Jul-17,30
26025,Lamisil,Onychomycosis; Toenail,9,14-May-10,75
26027,Lamisil,Onychomycosis; Toenail,1,04-Jan-10,34
26029,Lamisil,Onychomycosis; Toenail,1,02-Oct-09,35
26030,Lamisil,Onychomycosis; Toenail,10,02-Sep-09,122
26031,Lamisil,Onychomycosis; Toenail,10,10-Jul-09,44
26032,Lamisil,Onychomycosis; Toenail,10,20-May-09,119
26034,Lamisil,Onychomycosis; Toenail,8,12-Mar-09,71
26035,Lamisil,Onychomycosis; Toenail,9,05-Jul-08,166
26037,Lamisil,Tinea Capitis,9,22-Jun-08,57
26038,Lamisil,Tinea Capitis,10,03-Jun-08,51
26039,Lamisil,Onychomycosis; Toenail,2,13-Mar-08,131
26040,Alcortin A,Dermatitis,10,03-Apr-17,3
26041,Alcortin A,Dermatitis,7,12-Nov-16,4
26042,Sprintec,Birth Control,5,11-Dec-17,0
26043,Sprintec,Birth Control,2,06-Dec-17,1
26045,Sprintec,Birth Control,5,03-Dec-17,0
26046,Sprintec,Birth Control,1,03-Dec-17,0
26047,Sprintec,Birth Control,1,03-Dec-17,0
26048,Sprintec,Birth Control,9,01-Dec-17,0
26049,Sprintec,Birth Control,10,30-Nov-17,0
26051,Sprintec,Birth Control,1,28-Nov-17,0
26052,Sprintec,Birth Control,3,24-Nov-17,0
26053,Sprintec,Birth Control,3,23-Nov-17,0
26054,Sprintec,Abnormal Uterine Bleeding,2,22-Nov-17,0
26058,Sprintec,Abnormal Uterine Bleeding,1,11-Nov-17,1
26059,Sprintec,Birth Control,1,04-Nov-17,1
26063,Sprintec,Birth Control,7,23-Oct-17,5
26064,Sprintec,Birth Control,9,18-Oct-17,0
26066,Sprintec,Birth Control,5,11-Oct-17,0
26067,Sprintec,Birth Control,10,08-Oct-17,2
26069,Sprintec,Birth Control,1,27-Sep-17,4
26070,Sprintec,Birth Control,2,27-Sep-17,0
26071,Sprintec,Birth Control,7,25-Sep-17,2
26072,Sprintec,Birth Control,10,19-Sep-17,0
26073,Sprintec,Birth Control,5,18-Sep-17,6
26074,Sprintec,Birth Control,1,16-Sep-17,5
26076,Sprintec,Birth Control,9,13-Sep-17,3
26078,Sprintec,Birth Control,2,09-Sep-17,5
26079,Sprintec,Birth Control,1,03-Sep-17,4
26081,Sprintec,Birth Control,10,31-Aug-17,1
26082,Sprintec,Birth Control,6,29-Aug-17,4
26083,Sprintec,Abnormal Uterine Bleeding,1,27-Aug-17,2
26084,Sprintec,Birth Control,3,24-Aug-17,3
26087,Sprintec,Abnormal Uterine Bleeding,1,01-Aug-17,0
26088,Sprintec,Birth Control,1,31-Jul-17,7
26089,Sprintec,Birth Control,5,26-Jul-17,9
26091,Sprintec,Birth Control,10,17-Jul-17,12
26092,Sprintec,Abnormal Uterine Bleeding,1,14-Mar-17,3
26093,Sprintec,Birth Control,2,09-Mar-17,8
26094,Sprintec,Birth Control,9,06-Mar-17,9
26095,Sprintec,Birth Control,10,06-Mar-17,9
26096,Sprintec,Birth Control,8,04-Mar-17,2
26097,Sprintec,Birth Control,4,03-Mar-17,3
26098,Sprintec,Birth Control,1,02-Mar-17,4
26099,Sprintec,Birth Control,1,01-Mar-17,6
26100,Sprintec,Birth Control,7,01-Mar-17,4
26101,Sprintec,Birth Control,1,27-Feb-17,8
26104,Sprintec,Birth Control,1,17-Feb-17,5
26105,Sprintec,Birth Control,1,04-Feb-17,5
26106,Sprintec,Birth Control,10,03-Feb-17,10
26108,Sprintec,Birth Control,9,30-Jan-17,7
26109,Sprintec,Birth Control,10,29-Jan-17,2
26110,Sprintec,Birth Control,7,28-Jan-17,0
26111,Sprintec,Birth Control,1,28-Jan-17,5
26113,Sprintec,Birth Control,9,22-Jan-17,4
26115,Sprintec,Birth Control,7,16-Jan-17,2
26116,Sprintec,Birth Control,7,11-Jan-17,6
26117,Sprintec,Ovarian Cysts,6,01-May-17,0
26118,Sprintec,Birth Control,3,30-Apr-17,4
26119,Sprintec,Birth Control,2,28-Apr-17,2
26120,Sprintec,Birth Control,9,26-Apr-17,5
26121,Sprintec,Birth Control,7,25-Apr-17,1
26122,Sprintec,Birth Control,10,25-Apr-17,3
26123,Sprintec,Abnormal Uterine Bleeding,2,24-Apr-17,1
26124,Sprintec,Birth Control,8,24-Apr-17,2
26125,Sprintec,Birth Control,8,22-Apr-17,5
26126,Sprintec,Birth Control,9,22-Apr-17,2
26127,Sprintec,Birth Control,7,21-Apr-17,1
26131,Sprintec,Birth Control,2,12-Apr-17,5
26132,Sprintec,Birth Control,2,11-Apr-17,2
26133,Sprintec,Birth Control,10,06-Apr-17,1
26135,Sprintec,Birth Control,8,03-Apr-17,1
26136,Sprintec,Abnormal Uterine Bleeding,5,30-Mar-17,8
26138,Sprintec,Birth Control,1,20-Mar-17,6
26139,Sprintec,Birth Control,10,19-Mar-17,7
26141,Sprintec,Birth Control,5,16-Mar-17,9
26142,Sprintec,Abnormal Uterine Bleeding,1,10-Jul-17,3
26143,Sprintec,Birth Control,2,08-Jul-17,10
26144,Sprintec,Birth Control,3,08-Jul-17,5
26148,Sprintec,Birth Control,1,30-Jun-17,5
26149,Sprintec,Ovarian Cysts,1,22-Jun-17,1
26150,Sprintec,Birth Control,4,22-Jun-17,5
26151,Sprintec,Birth Control,7,15-Jun-17,2
26154,Sprintec,Abnormal Uterine Bleeding,2,07-Jun-17,3
26156,Sprintec,Birth Control,4,04-Jun-17,3
26159,Sprintec,Birth Control,9,29-May-17,5
26161,Sprintec,Abnormal Uterine Bleeding,1,18-May-17,5
26163,Sprintec,Birth Control,2,12-May-17,6
26164,Sprintec,Birth Control,6,10-May-17,6
26165,Sprintec,Birth Control,10,09-May-17,2
26166,Sprintec,Birth Control,9,02-May-17,6
26169,Sprintec,Birth Control,8,08-Jan-17,1
26172,Sprintec,Birth Control,1,05-Jan-17,6
26173,Sprintec,Birth Control,7,04-Jan-17,4
26176,Sprintec,Birth Control,10,03-Jan-17,8
26177,Sprintec,Birth Control,9,30-Dec-16,4
26178,Sprintec,Birth Control,1,30-Dec-16,1
26180,Sprintec,Birth Control,7,25-Dec-16,2
26181,Sprintec,Birth Control,1,24-Dec-16,6
26183,Sprintec,Birth Control,1,23-Dec-16,5
26185,Sprintec,Birth Control,1,16-Dec-16,1
26186,Sprintec,Birth Control,2,15-Dec-16,1
26187,Sprintec,Birth Control,10,11-Dec-16,9
26190,Sprintec,Birth Control,8,09-Dec-16,2
26191,Sprintec,Birth Control,5,06-Dec-16,0
26192,Sprintec,Birth Control,6,05-Dec-16,1
26193,Sprintec,Birth Control,1,03-Dec-16,1
26198,Sprintec,Birth Control,10,24-Nov-16,6
26202,Sprintec,Abnormal Uterine Bleeding,10,19-Nov-16,7
26203,Sprintec,Birth Control,1,17-Nov-16,3
26205,Sprintec,Birth Control,8,15-Nov-16,1
26206,Sprintec,Birth Control,9,13-Nov-16,2
26207,Sprintec,Birth Control,8,11-Nov-16,0
26208,Sprintec,Birth Control,2,08-Nov-16,1
26211,Sprintec,Birth Control,10,02-Nov-16,3
26212,Sprintec,Birth Control,9,02-Nov-16,0
26213,Sprintec,Birth Control,10,02-Nov-16,6
26215,Sprintec,Birth Control,4,27-Oct-16,5
26216,Sprintec,Birth Control,5,25-Oct-16,6
26217,Sprintec,Abnormal Uterine Bleeding,4,04-Aug-16,14
26218,Sprintec,Abnormal Uterine Bleeding,1,03-Aug-16,2
26219,Sprintec,Birth Control,7,01-Aug-16,5
26221,Sprintec,Birth Control,1,28-Jul-16,2
26222,Sprintec,Birth Control,10,27-Jul-16,7
26223,Sprintec,Birth Control,6,27-Jul-16,2
26224,Sprintec,Abnormal Uterine Bleeding,8,14-Jul-16,11
26225,Sprintec,Birth Control,8,12-Jul-16,6
26226,Sprintec,Endometriosis,2,12-Jul-16,1
26228,Sprintec,Abnormal Uterine Bleeding,9,05-Jul-16,10
26229,Sprintec,Birth Control,9,05-Jul-16,17
26233,Sprintec,Birth Control,5,30-Jun-16,1
26234,Sprintec,Birth Control,9,24-Jun-16,6
26235,Sprintec,Birth Control,3,22-Jun-16,3
26236,Sprintec,Birth Control,3,17-Jun-16,5
26238,Sprintec,Birth Control,9,06-Jun-16,13
26239,Sprintec,Endometriosis,1,04-Jun-16,1
26240,Sprintec,Birth Control,8,01-Jun-16,4
26241,Sprintec,Ovarian Cysts,1,31-May-16,8
26242,Sprintec,Birth Control,8,21-May-16,5
26243,Sprintec,Abnormal Uterine Bleeding,1,20-May-16,7
26244,Sprintec,Birth Control,10,18-May-16,5
26245,Sprintec,Birth Control,7,15-May-16,3
26246,Sprintec,Birth Control,8,10-May-16,1
26247,Sprintec,Birth Control,2,06-May-16,14
26248,Sprintec,Birth Control,10,01-May-16,3
26249,Sprintec,Birth Control,3,28-Apr-16,13
26250,Sprintec,Birth Control,1,15-Apr-16,8
26252,Sprintec,Ovarian Cysts,7,09-Apr-16,7
26253,Sprintec,Birth Control,10,06-Apr-16,6
26254,Sprintec,Birth Control,5,04-Apr-16,4
26255,Sprintec,Abnormal Uterine Bleeding,9,04-Apr-16,10
26257,Sprintec,Birth Control,1,01-Apr-16,5
26258,Sprintec,Birth Control,10,29-Mar-16,3
26260,Sprintec,Birth Control,1,24-Mar-16,3
26263,Sprintec,Birth Control,1,18-Mar-16,6
26264,Sprintec,Birth Control,1,16-Mar-16,5
26266,Sprintec,Birth Control,5,10-Mar-16,4
26267,Sprintec,Birth Control,7,24-Oct-16,3
26269,Sprintec,Birth Control,5,20-Oct-16,0
26270,Sprintec,Abnormal Uterine Bleeding,8,15-Oct-16,1
26271,Sprintec,Birth Control,10,12-Oct-16,2
26273,Sprintec,Birth Control,5,07-Oct-16,5
26277,Sprintec,Birth Control,10,18-Sep-16,2
26278,Sprintec,Birth Control,4,13-Sep-16,5
26279,Sprintec,Birth Control,10,09-Sep-16,9
26280,Sprintec,Birth Control,3,05-Sep-16,10
26284,Sprintec,Birth Control,9,23-Aug-16,7
26285,Sprintec,Birth Control,7,17-Aug-16,11
26286,Sprintec,Birth Control,6,17-Aug-16,7
26288,Sprintec,Birth Control,8,14-Aug-16,9
26289,Sprintec,Birth Control,7,12-Aug-16,3
26290,Sprintec,Birth Control,9,10-Aug-16,6
26291,Sprintec,Birth Control,1,10-Aug-16,2
26292,Sprintec,Birth Control,7,10-Mar-16,3
26293,Sprintec,Birth Control,10,08-Mar-16,8
26294,Sprintec,Birth Control,2,06-Mar-16,10
26295,Sprintec,Birth Control,6,05-Mar-16,1
26299,Sprintec,Birth Control,4,22-Feb-16,3
26300,Sprintec,Birth Control,9,22-Feb-16,3
26301,Sprintec,Birth Control,1,22-Feb-16,5
26302,Sprintec,Birth Control,7,19-Feb-16,2
26303,Sprintec,Birth Control,1,12-Feb-16,6
26304,Sprintec,Birth Control,2,12-Feb-16,3
26306,Sprintec,Birth Control,9,08-Feb-16,3
26307,Sprintec,Abnormal Uterine Bleeding,1,08-Feb-16,3
26309,Sprintec,Birth Control,8,03-Feb-16,2
26310,Sprintec,Birth Control,2,03-Feb-16,6
26311,Sprintec,Birth Control,2,28-Jan-16,5
26312,Sprintec,Birth Control,1,23-Jan-16,1
26314,Sprintec,Abnormal Uterine Bleeding,2,17-Jan-16,9
26315,Sprintec,Birth Control,3,17-Jan-16,3
26316,Sprintec,Birth Control,2,14-Jan-16,3
26318,Sprintec,Birth Control,8,13-Jan-16,1
26319,Sprintec,Birth Control,5,02-Jan-16,0
26320,Sprintec,Birth Control,10,27-Dec-15,3
26321,Sprintec,Birth Control,9,27-Dec-15,1
26326,Sprintec,Abnormal Uterine Bleeding,2,24-Dec-15,5
26328,Sprintec,Birth Control,1,21-Dec-15,13
26329,Sprintec,Birth Control,8,10-Dec-15,3
26331,Sprintec,Birth Control,5,07-Dec-15,1
26332,Sprintec,Birth Control,3,02-Dec-15,4
26334,Sprintec,Abnormal Uterine Bleeding,1,27-Nov-15,5
26338,Sprintec,Birth Control,4,18-Nov-15,1
26339,Sprintec,Abnormal Uterine Bleeding,9,16-Nov-15,20
26340,Sprintec,Birth Control,2,12-Nov-15,3
26341,Sprintec,Birth Control,2,08-Nov-15,4
26343,Sprintec,Birth Control,10,03-Nov-15,7
26345,Sprintec,Birth Control,5,21-Oct-15,3
26346,Sprintec,Birth Control,6,19-Oct-15,7
26347,Sprintec,Birth Control,8,18-Oct-15,3
26348,Sprintec,Birth Control,9,17-Oct-15,10
26349,Sprintec,Birth Control,9,16-Oct-15,8
26350,Sprintec,Abnormal Uterine Bleeding,1,16-Oct-15,8
26356,Sprintec,Birth Control,5,11-Oct-15,2
26357,Sprintec,Birth Control,2,07-Oct-15,4
26358,Sprintec,Birth Control,7,05-Oct-15,2
26359,Sprintec,Birth Control,9,05-Oct-15,3
26361,Sprintec,Birth Control,1,28-Sep-15,9
26362,Sprintec,Birth Control,1,27-Sep-15,4
26363,Sprintec,Birth Control,8,25-Sep-15,1
26364,Sprintec,Birth Control,2,24-Sep-15,5
26365,Sprintec,Birth Control,1,23-Sep-15,4
26366,Sprintec,Birth Control,4,22-Sep-15,5
26367,Sprintec,Abnormal Uterine Bleeding,1,19-Sep-15,15
26368,Sprintec,Ovarian Cysts,10,10-Sep-15,27
26369,Sprintec,Birth Control,1,09-Sep-15,10
26371,Sprintec,Birth Control,2,03-Sep-15,9
26372,Sprintec,2</span> users found this comment helpful.,2,01-Sep-15,2
26374,Sprintec,Birth Control,2,24-Aug-15,4
26375,Sprintec,Birth Control,1,23-Aug-15,9
26376,Sprintec,Birth Control,10,21-Aug-15,2
26377,Sprintec,Birth Control,8,21-Aug-15,4
26378,Sprintec,Birth Control,10,21-Aug-15,7
26380,Sprintec,Birth Control,10,19-Aug-15,5
26381,Sprintec,Birth Control,4,17-Aug-15,3
26382,Sprintec,Birth Control,7,17-Aug-15,2
26383,Sprintec,Birth Control,8,16-Aug-15,0
26384,Sprintec,Birth Control,7,16-Aug-15,0
26385,Sprintec,Birth Control,5,16-Aug-15,3
26386,Sprintec,Abnormal Uterine Bleeding,3,11-Aug-15,3
26387,Sprintec,Birth Control,2,09-Aug-15,4
26388,Sprintec,Birth Control,1,09-Aug-15,3
26389,Sprintec,Birth Control,1,08-Aug-15,11
26392,Sprintec,Abnormal Uterine Bleeding,1,01-Aug-15,9
26393,Sprintec,Abnormal Uterine Bleeding,4,29-Jul-15,5
26394,Sprintec,Birth Control,1,19-Jul-15,11
26395,Sprintec,Birth Control,10,15-Jul-15,6
26396,Sprintec,Birth Control,1,09-Jul-15,7
26399,Sprintec,3</span> users found this comment helpful.,1,26-Jun-15,3
26400,Sprintec,Birth Control,2,25-Jun-15,7
26401,Sprintec,Birth Control,10,25-Jun-15,4
26403,Sprintec,Birth Control,10,15-Jun-15,2
26404,Sprintec,Birth Control,8,15-Jun-15,6
26406,Sprintec,Birth Control,9,09-Jun-15,11
26407,Sprintec,Birth Control,4,08-Jun-15,3
26409,Sprintec,Birth Control,1,02-Jun-15,9
26411,Sprintec,Birth Control,8,23-May-15,1
26412,Sprintec,Birth Control,7,21-May-15,3
26414,Sprintec,Abnormal Uterine Bleeding,8,18-May-15,3
26415,Sprintec,Birth Control,10,14-May-15,14
26416,Sprintec,Birth Control,10,13-May-15,3
26417,Sprintec,Birth Control,6,29-Aug-14,23
26418,Sprintec,Birth Control,8,15-Aug-14,28
26419,Sprintec,Ovarian Cysts,10,11-Aug-14,19
26420,Sprintec,Birth Control,5,11-Aug-14,22
26421,Sprintec,Birth Control,7,09-Aug-14,12
26422,Sprintec,Birth Control,10,05-Aug-14,28
26423,Sprintec,Birth Control,1,05-Aug-14,16
26425,Sprintec,Birth Control,10,04-Aug-14,42
26426,Sprintec,Birth Control,9,30-Jul-14,23
26427,Sprintec,Birth Control,7,21-Jul-14,21
26429,Sprintec,Birth Control,8,19-Jul-14,16
26430,Sprintec,Birth Control,10,15-Jul-14,12
26431,Sprintec,Birth Control,10,14-Jul-14,17
26432,Sprintec,Birth Control,9,06-Jul-14,17
26433,Sprintec,Ovarian Cysts,5,06-Jul-14,5
26434,Sprintec,Birth Control,6,03-Jul-14,14
26435,Sprintec,Birth Control,10,01-Jul-14,4
26436,Sprintec,Birth Control,10,25-Jun-14,11
26437,Sprintec,Birth Control,6,18-Jun-14,11
26438,Sprintec,Birth Control,8,13-Jun-14,9
26439,Sprintec,Birth Control,9,11-Jun-14,17
26440,Sprintec,Birth Control,10,02-Jun-14,14
26441,Sprintec,Birth Control,10,31-May-14,7
26442,Sprintec,Birth Control,2,07-May-15,12
26443,Sprintec,Birth Control,9,29-Apr-15,19
26444,Sprintec,Birth Control,10,27-Apr-15,5
26445,Sprintec,Birth Control,7,20-Apr-15,11
26446,Sprintec,Birth Control,9,17-Apr-15,10
26447,Sprintec,Ovarian Cysts,10,14-Apr-15,7
26449,Sprintec,Birth Control,9,09-Apr-15,6
26450,Sprintec,Birth Control,9,08-Apr-15,19
26451,Sprintec,Birth Control,3,06-Apr-15,7
26452,Sprintec,Birth Control,10,04-Apr-15,16
26453,Sprintec,Birth Control,8,04-Apr-15,7
26454,Sprintec,Birth Control,1,28-Mar-15,13
26455,Sprintec,Birth Control,9,25-Mar-15,6
26456,Sprintec,Ovarian Cysts,7,17-Mar-15,4
26457,Sprintec,Abnormal Uterine Bleeding,5,14-Mar-15,23
26458,Sprintec,Birth Control,9,14-Mar-15,4
26459,Sprintec,Birth Control,9,04-Mar-15,16
26460,Sprintec,Birth Control,10,03-Mar-15,6
26461,Sprintec,Birth Control,9,16-Feb-15,18
26462,Sprintec,Endometriosis,8,05-Feb-15,8
26464,Sprintec,Birth Control,10,14-Jan-15,30
26466,Sprintec,Ovarian Cysts,10,04-Jan-15,9
26467,Sprintec,Birth Control,9,02-Jan-15,46
26469,Sprintec,Ovarian Cysts,7,26-Dec-14,5
26472,Sprintec,Birth Control,8,12-Dec-14,23
26476,Sprintec,Birth Control,7,30-Nov-14,15
26477,Sprintec,Birth Control,10,22-Nov-14,6
26478,Sprintec,Birth Control,9,21-Nov-14,11
26479,Sprintec,Birth Control,6,17-Nov-14,19
26482,Sprintec,Birth Control,10,27-Oct-14,24
26483,Sprintec,Birth Control,10,21-Oct-14,24
26486,Sprintec,Birth Control,8,09-Oct-14,7
26487,Sprintec,Birth Control,9,23-Sep-14,67
26490,Sprintec,Birth Control,8,03-Sep-14,20
26491,Sprintec,Birth Control,10,02-Sep-14,40
26492,Sprintec,Birth Control,9,19-May-14,16
26493,Sprintec,Abnormal Uterine Bleeding,9,07-May-14,11
26495,Sprintec,Birth Control,9,17-Apr-14,23
26496,Sprintec,Birth Control,8,05-Apr-14,37
26498,Sprintec,Birth Control,9,20-Mar-14,18
26500,Sprintec,Birth Control,8,23-Feb-14,35
26502,Sprintec,Endometriosis,10,31-Jan-14,9
26504,Sprintec,Birth Control,7,12-Jan-14,27
26506,Sprintec,Birth Control,5,22-Dec-13,10
26507,Sprintec,Birth Control,10,20-Dec-13,20
26508,Sprintec,Birth Control,9,03-Dec-13,50
26509,Sprintec,Birth Control,8,03-Dec-13,14
26510,Sprintec,Birth Control,8,01-Dec-13,8
26512,Sprintec,Birth Control,10,29-Nov-13,36
26513,Sprintec,Birth Control,10,25-Nov-13,26
26514,Sprintec,Birth Control,10,17-Nov-13,23
26516,Sprintec,Birth Control,8,04-Nov-13,18
26517,Sprintec,Endometriosis,8,04-Nov-13,6
26519,Sprintec,Birth Control,8,21-Oct-13,6
26520,Sprintec,Birth Control,6,10-Oct-13,16
26523,Sprintec,Birth Control,9,23-Sep-13,10
26525,Sprintec,Birth Control,2,12-Sep-13,21
26526,Sprintec,Birth Control,6,11-Sep-13,23
26527,Sprintec,Birth Control,9,10-Sep-13,18
26529,Sprintec,Birth Control,7,09-Sep-13,10
26530,Sprintec,Birth Control,5,05-Sep-13,7
26531,Sprintec,Birth Control,9,24-Aug-13,14
26532,Sprintec,Birth Control,10,22-Aug-13,14
26535,Sprintec,Birth Control,8,18-Aug-13,11
26536,Sprintec,Birth Control,10,16-Aug-13,12
26537,Sprintec,Birth Control,9,06-Aug-13,13
26540,Sprintec,Birth Control,9,16-Jul-13,20
26541,Sprintec,Birth Control,10,15-Jul-13,11
26542,Sprintec,Birth Control,9,27-Jan-13,16
26543,Sprintec,Birth Control,1,24-Jan-13,15
26544,Sprintec,Ovarian Cysts,2,17-Jan-13,13
26545,Sprintec,Birth Control,1,15-Jan-13,10
26546,Sprintec,Birth Control,9,15-Jan-13,20
26548,Sprintec,5</span> users found this comment helpful.,8,05-Jan-13,5
26549,Sprintec,Birth Control,3,02-Jan-13,2
26550,Sprintec,Birth Control,7,29-Dec-12,6
26551,Sprintec,Birth Control,7,28-Dec-12,7
26552,Sprintec,Birth Control,8,12-Dec-12,6
26555,Sprintec,1</span> users found this comment helpful.,8,19-Nov-12,1
26556,Sprintec,Abnormal Uterine Bleeding,1,03-Nov-12,32
26557,Sprintec,Birth Control,9,20-Oct-12,2
26558,Sprintec,Birth Control,6,18-Oct-12,6
26561,Sprintec,Birth Control,8,08-Oct-12,2
26562,Sprintec,Birth Control,10,02-Oct-12,4
26563,Sprintec,Birth Control,10,14-Sep-12,5
26564,Sprintec,Birth Control,10,01-Sep-12,10
26565,Sprintec,Birth Control,4,15-Aug-12,5
26566,Sprintec,Birth Control,3,11-Aug-12,2
26568,Sprintec,Birth Control,7,01-Jul-13,13
26569,Sprintec,Birth Control,8,26-Jun-13,14
26570,Sprintec,Birth Control,10,18-Jun-13,20
26571,Sprintec,Birth Control,5,18-Jun-13,12
26574,Sprintec,Birth Control,8,13-Jun-13,11
26575,Sprintec,Birth Control,1,13-Jun-13,19
26576,Sprintec,Birth Control,7,29-May-13,12
26578,Sprintec,Birth Control,6,03-May-13,14
26579,Sprintec,Birth Control,9,29-Apr-13,14
26581,Sprintec,Birth Control,10,14-Apr-13,7
26582,Sprintec,Birth Control,9,03-Apr-13,17
26583,Sprintec,Birth Control,8,02-Apr-13,10
26585,Sprintec,Birth Control,9,08-Mar-13,15
26586,Sprintec,Birth Control,6,28-Feb-13,35
26587,Sprintec,Birth Control,9,27-Feb-13,14
26589,Sprintec,Birth Control,7,05-Feb-13,15
26591,Sprintec,Birth Control,8,30-Jan-13,7
26592,Sprintec,Abnormal Uterine Bleeding,6,16-Apr-12,5
26593,Sprintec,2</span> users found this comment helpful.,6,12-Apr-12,2
26594,Sprintec,Birth Control,9,11-Apr-12,0
26595,Sprintec,Birth Control,10,11-Apr-12,7
26597,Sprintec,Birth Control,5,27-Mar-12,2
26601,Sprintec,Ovarian Cysts,9,13-Mar-12,5
26602,Sprintec,Birth Control,7,09-Mar-12,4
26604,Sprintec,Birth Control,5,02-Mar-12,3
26605,Sprintec,Ovarian Cysts,5,02-Mar-12,9
26607,Sprintec,Ovarian Cysts,6,21-Feb-12,9
26608,Sprintec,Birth Control,1,20-Feb-12,3
26615,Sprintec,Birth Control,1,01-Feb-12,8
26616,Sprintec,Birth Control,7,25-Jan-12,0
26618,Sprintec,0</span> users found this comment helpful.,10,16-Jan-12,0
26621,Sprintec,Birth Control,6,03-Jan-12,2
26622,Sprintec,Birth Control,3,30-Dec-11,1
26623,Sprintec,Birth Control,10,21-Dec-11,1
26624,Sprintec,Birth Control,9,16-Dec-11,1
26625,Sprintec,Birth Control,1,13-Dec-11,2
26626,Sprintec,Birth Control,3,09-Dec-11,2
26627,Sprintec,Birth Control,1,08-Dec-11,4
26629,Sprintec,Birth Control,9,04-Dec-11,4
26630,Sprintec,Ovarian Cysts,10,30-Nov-11,15
26631,Sprintec,Birth Control,6,22-Nov-11,0
26632,Sprintec,Birth Control,7,15-Nov-11,0
26633,Sprintec,Birth Control,2,07-Nov-11,1
26634,Sprintec,Birth Control,5,27-Oct-11,1
26636,Sprintec,Abnormal Uterine Bleeding,9,18-Oct-11,7
26637,Sprintec,Birth Control,1,16-Oct-11,1
26638,Sprintec,Birth Control,9,15-Oct-11,0
26639,Sprintec,Birth Control,4,04-Oct-11,1
26640,Sprintec,Birth Control,4,03-Oct-11,4
26641,Sprintec,Birth Control,7,26-Sep-11,2
26642,Sprintec,Birth Control,1,10-Aug-12,15
26644,Sprintec,Birth Control,3,06-Aug-12,10
26646,Sprintec,0</span> users found this comment helpful.,4,05-Aug-12,0
26647,Sprintec,Birth Control,5,02-Aug-12,4
26648,Sprintec,1</span> users found this comment helpful.,9,26-Jul-12,1
26649,Sprintec,3</span> users found this comment helpful.,10,26-Jul-12,3
26650,Sprintec,Birth Control,9,25-Jul-12,4
26651,Sprintec,Birth Control,8,21-Jul-12,1
26652,Sprintec,0</span> users found this comment helpful.,7,18-Jul-12,0
26653,Sprintec,Birth Control,8,16-Jul-12,1
26655,Sprintec,Birth Control,10,11-Jul-12,2
26656,Sprintec,Birth Control,8,11-Jul-12,3
26657,Sprintec,Birth Control,9,05-Jul-12,3
26658,Sprintec,Birth Control,7,29-Jun-12,0
26660,Sprintec,Ovarian Cysts,5,14-Jun-12,3
26661,Sprintec,Birth Control,9,06-Jun-12,2
26663,Sprintec,Birth Control,10,12-May-12,5
26667,Sprintec,Birth Control,5,17-May-11,1
26668,Sprintec,0</span> users found this comment helpful.,3,16-May-11,0
26671,Sprintec,Birth Control,9,09-May-11,11
26672,Sprintec,Birth Control,8,26-Apr-11,1
26674,Sprintec,Birth Control,4,17-Apr-11,0
26675,Sprintec,1</span> users found this comment helpful.,8,12-Apr-11,1
26676,Sprintec,Birth Control,6,06-Apr-11,0
26677,Sprintec,Birth Control,10,29-Mar-11,17
26678,Sprintec,Birth Control,4,24-Mar-11,1
26679,Sprintec,Abnormal Uterine Bleeding,3,07-Mar-11,8
26682,Sprintec,Birth Control,9,25-Feb-11,9
26683,Sprintec,Birth Control,9,07-Feb-11,0
26685,Sprintec,Birth Control,9,31-Jan-11,4
26687,Sprintec,Birth Control,9,18-Jan-11,0
26689,Sprintec,0</span> users found this comment helpful.,2,08-Jan-11,0
26691,Sprintec,Birth Control,3,22-Dec-10,4
26692,Sprintec,Birth Control,2,17-Dec-10,2
26693,Sprintec,Birth Control,4,14-Dec-10,0
26694,Sprintec,Birth Control,9,14-Dec-10,19
26695,Sprintec,Birth Control,9,12-Dec-10,38
26696,Sprintec,Birth Control,9,11-Dec-10,7
26700,Sprintec,Birth Control,3,03-Nov-10,4
26701,Sprintec,Birth Control,7,02-Nov-10,28
26702,Sprintec,Birth Control,9,31-Oct-10,27
